"country_code","dim1_prev","dim2_prev","dim1_curr","dim2_curr","delta_dim1","delta_dim2","delta_l2","delta_l1","delta_max","idx","startlegis","endlegis","active_periods","n_items_total","n_items_active","n_obs","n_pos","n_neg","n_missing","pct_missing","obs_rate_active","active_periods_with_votes","prop_active_periods_with_votes","mean_obs_per_active_period","min_obs_active_period","max_obs_active_period"
"MUS",2.22442147091528,-0.914217679907072,2.69431339749793,0.936386156625605,0.469891926582651,1.85060383653268,1.90932788762355,2.32049576311533,1.85060383653268,128,0,5,6,2629,2629,2629,49,2580,0,0,1,6,1,438.166666666667,143,788
"TUV",2.09394294135664,-0.778527995189433,2.49621136871334,0.941348294998413,0.402268427356698,1.71987629018785,1.7662939566217,2.12214471754454,1.71987629018785,190,0,5,6,2629,2629,2629,42,2587,0,0,1,6,1,438.166666666667,143,788
"PLW",1.76727742712058,0.19296169315811,1.78583209120666,1.93211678937053,0.0185546640860892,1.73915509621242,1.73925407121587,1.75770976029851,1.73915509621242,146,0,5,6,2629,2629,2629,33,2596,0,0,1,6,1,438.166666666667,143,788
"AIA",2.34895684146545,-1.56373347578165,2.99136388129986,-0.171668679757169,0.642407039834411,1.39206479602448,1.5331442206001,2.03447183585889,1.39206479602448,4,0,5,6,2629,2629,2629,67,2562,0,0,1,6,1,438.166666666667,143,788
"LBN",0.197155617697651,0.188264399981742,-0.236939862775025,-1.19273776222381,-0.434095480472675,-1.38100216220555,1.44762075772048,1.81509764267823,1.38100216220555,102,0,5,6,2629,2629,2629,29,2600,0,0,1,6,1,438.166666666667,143,788
"ALB",-0.0135089406343221,0.817139837820933,-0.322371592992163,-0.314450797463992,-0.308862652357841,-1.13159063528493,1.17298486941906,1.44045328764277,1.13159063528493,5,0,5,6,2629,2629,2629,32,2597,0,0,1,6,1,438.166666666667,143,788
"ECU",1.26523472610295,-2.63351726290604,0.483410775851535,-3.03836684121197,-0.781823950251416,-0.404849578305929,0.880427095358393,1.18667352855735,0.781823950251416,54,0,5,6,2629,2629,2629,75,2554,0,0,1,6,1,438.166666666667,143,788
"CAF",3.3261971939934,1.24728105674259,3.13490886780692,1.95286382744013,-0.191288326186486,0.705582770697548,0.731052850374346,0.896871096884033,0.705582770697548,32,0,5,6,2629,2629,2629,68,2561,0,0,1,6,1,438.166666666667,143,788
"SVK",-4.27619763409564,-0.606329736958921,-4.55675010856547,0.02796494757296,-0.280552474469827,0.634294684531881,0.693570066940999,0.914847159001708,0.634294684531881,172,0,5,6,2629,2629,2629,135,2494,0,0,1,6,1,438.166666666667,143,788
"SSD",-4.45365557805044,0.511862807627915,-4.58613669155897,1.11520024835396,-0.132481113508533,0.603337440726042,0.617711350728082,0.735818554234575,0.603337440726042,169,0,5,6,2629,2629,2629,113,2516,0,0,1,6,1,438.166666666667,143,788
"BMU",1.72438858045906,0.802405322285198,1.66219152868419,1.41234734438617,-0.0621970517748669,0.609942022100967,0.613105002078846,0.672139073875834,0.609942022100967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAN",3.11309945688521,1.46155685871132,2.97698075100551,1.96580202838378,-0.136118705879706,0.504245169672459,0.522294450696513,0.640363875552164,0.504245169672459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TJK",0.499661718523068,1.43310687230936,0.410169622636674,0.949111383083917,-0.0894920958863944,-0.483995489225443,0.492199622934349,0.573487585111837,0.483995489225443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TKM",3.6465071866509,0.632541563396421,3.6391930924809,0.174761051234509,-0.00731409416999895,-0.457780512161912,0.457838938152654,0.465094606331911,0.457780512161912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SLB",0.685688639825915,0.316835067591532,0.525653678729573,-0.0645353196807052,-0.160034961096342,-0.381370387272238,0.413587428558079,0.541405348368579,0.381370387272238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TCD",2.88116958302102,-2.87346069437273,3.21079451092982,-2.63516713657401,0.329624927908794,0.238293557798722,0.406738752502452,0.567918485707517,0.329624927908794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TUN",2.88193912575956,-0.017368636241507,2.8789954852582,-0.363244279941879,-0.00294364050136897,-0.345875643700372,0.345888169679953,0.348819284201741,0.345875643700372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ESP",4.21955181873618,-0.30351808158104,4.19155114637291,-0.622158473715979,-0.0280006723632669,-0.318640392134938,0.31986831220473,0.346641064498205,0.318640392134938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EST",0.686620526730786,1.73115054748308,0.593379449149262,1.4332544435769,-0.0932410775815231,-0.297896103906182,0.312147380689069,0.391137181487705,0.297896103906182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EGY",1.87389389901944,2.26777979505998,1.71093086833851,2.51791665166818,-0.162963030680932,0.250136856608207,0.298538768675944,0.413099887289138,0.250136856608207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
