"domain","iter_prev","iter_curr","loglik_prev","loglik_curr","loglik_delta","max_abs","mean_abs","p95_abs","cor_dim1","cor_dim2","max_abs_mean","mean_abs_mean","p95_abs_mean","cor_mean_dim1","cor_mean_dim2","stable_full","stable_mean","stable_both","full_cor_min","full_p95_max","full_max_max","mean_cor_min","mean_p95_max","mean_max_max"
"investment",500,1000,-22814.220712852,-22507.6185754234,306.60213742865,2.71505961221669,0.261145103585837,0.822298411809677,0.98837896533652,0.968040694578577,2.55456086297491,0.27270357585026,0.858949606139123,0.988598635504156,0.967959827805574,FALSE,FALSE,FALSE,0.99,0.1,0.25,0.995,0.05,0.15
"investment",1000,1500,-22507.6185754234,-22296.9127003725,210.705875050884,3.28438077742,0.198676191474883,0.71336651846144,0.990482872733194,0.955906082716215,2.96309939083666,0.203144554121905,0.690785347544037,0.990560403557982,0.956554194169385,FALSE,FALSE,FALSE,0.99,0.1,0.25,0.995,0.05,0.15
"investment",1500,2000,-22296.9127003725,-22138.8192364525,158.093463919959,3.79360516926532,0.196398665857405,0.611801623873565,0.996193874398596,0.964713661156371,2.96584346050585,0.202052169923997,0.593780624687328,0.996264658379384,0.965390962538023,FALSE,FALSE,FALSE,0.99,0.1,0.25,0.995,0.05,0.15
"investment",2000,2500,-22138.8192364525,-22088.1218202141,50.697416238454,1.61872430789121,0.100805181998795,0.343872260179865,0.997783550990154,0.993421958156019,1.45472619539581,0.103839583405771,0.333747736602179,0.997782864238294,0.993557805689491,FALSE,FALSE,FALSE,0.99,0.1,0.25,0.995,0.05,0.15
"investment",2500,3000,-22088.1218202141,-22060.3037815304,27.8180386837084,0.892458104322333,0.0585872993977453,0.178893175314756,0.999340966539297,0.997627061142986,0.85176964844204,0.0598297874937534,0.168843419206659,0.999341761896526,0.997683099145722,FALSE,FALSE,FALSE,0.99,0.1,0.25,0.995,0.05,0.15
"investment",3000,3500,-22060.3037815304,-22046.0765424807,14.2272390497164,0.627993655368342,0.0425163970392105,0.131109290824566,0.999603434287941,0.999028178803341,0.611816202325442,0.0436188701228399,0.120903822932956,0.999598586680295,0.999051836326705,FALSE,FALSE,FALSE,0.99,0.1,0.25,0.995,0.05,0.15
"investment",3500,4000,-22046.0765424807,-22037.888322277,8.1882202036395,0.400893494113191,0.03569266163054,0.111768314173931,0.999666333133969,0.999418708795908,0.392544340135613,0.0365586640873281,0.106201164491407,0.999660007509913,0.999431436184934,FALSE,FALSE,FALSE,0.99,0.1,0.25,0.995,0.05,0.15
"investment",4000,4500,-22037.888322277,-22032.838024995,5.05029728198497,0.275064671761656,0.0334341630220639,0.105353556256634,0.999695450620254,0.999549265342838,0.268144858807071,0.034301129078849,0.100503663560564,0.999688993095001,0.999557867719917,FALSE,FALSE,FALSE,0.99,0.1,0.25,0.995,0.05,0.15
"investment",4500,5000,-22032.838024995,-22029.6028986575,3.23512633752398,0.209612277405459,0.0325183628098606,0.101848983943504,0.999718141310655,0.999606974215134,0.202805229628401,0.0334001693958488,0.0967824842341235,0.999711924314856,0.999613842710964,FALSE,FALSE,FALSE,0.99,0.1,0.25,0.995,0.05,0.15
