item_id
arms_ccw_p2a__1995-1999
arms_ccw_p4__1995-1999
arms_ccw_p2a__2000-2004
arms_ccw_p4__2000-2004
arms_ccw_p5__2000-2004
arms_ccw_p2a__2005-2009
arms_ccw_p4__2005-2009
arms_ccw_p5__2005-2009
arms_ccw_p2a__2010-2014
arms_ccw_p4__2010-2014
arms_ccw_p5__2010-2014
arms_ccw_p2a__2015-2018
arms_ccw_p4__2015-2018
arms_ccw_p5__2015-2018
