issue_area,item_id,source,item_name,treaty_type,treaty_open_year,source_url
environment,ieadb_1925,IEADB,Exchange Of Notes Constituting An Agreement Amending And Extending The Agreement Between The United States of America And France Relating To The Establishment And Operation Of A Rawinsonde Observation Station On Guadeloupe Island In The French West Indies As Supplemented And Extended,Exchange of Notes Modifying An Agreement,1966,
environment,ieadb_1926,IEADB,"Exchange Of Notes Constituting An Agreement Between The United States of America And Canada Regarding The Establishment Of A Cooperative Meteorological Research Rocket Project At Cold Lake, Alberta",Exchange of Notes Constituting An Agreement,1966,
environment,ieadb_1927,IEADB,"Agreement Between The United Kingdom Of Great Britain And Northern Ireland And The United States of America Relating To The Agreement Of December 30, 1958 For The Establishment And Operation Of Hurricane Research Stations On Grand Cayman And Jamaica",Agreement,1966,
environment,ieadb_1928,IEADB,Amended Agreement Between Nepal And India Concering The Kosi Project,Amendment,1966,
environment,ieadb_1929,IEADB,Revised Agreement Between The Government Of India And His Majesty's Government Of Nepal Concerning The Kosi Project,Agreement,1966,
environment,ieadb_193,IEADB,Agreement Between The Government Of The United Kingdom Of Great Britain And Northern Ireland And The Government Of Spain For Cooperation In The Peaceful Uses Of Atomic Energy,Agreement,1960,
environment,ieadb_1930,IEADB,Agreement Between South Africa And Portugal,Agreement,1967,
environment,ieadb_1931,IEADB,Agreement Between The Government Of The Republic Of Finland And The Government Of The Union Of Soviet Socialist Republics Concerning The Boundary Of The Continental Shelf Between Finland And The Soviet Union In The North-Eastern Part Of The Baltic Sea,Agreement,1967,
environment,ieadb_1932,IEADB,Agreement Between The United States of America And Canada Effected By Exchange Of Notes Relating To The Columbia River Basin (Special Operating Program For The Duncan Reservoir),Agreement,1967,
environment,ieadb_1933,IEADB,Convention Concerning The Supply Of Water To The Commune Of Menton,Convention,1967,
environment,ieadb_1934,IEADB,Agreement Between The Government Of India And The Government Of The Socialists Republic Of Romania On The Establishment Of An Oil Refinery At Haldia,Agreement,1967,
environment,ieadb_1935,IEADB,Treaty Between The Federal Republic Of Germany And The Republic Of Austria Relating To Effects Of The Construction And Operation Of The Salzburg Airport On National Territory Of The Federal Republic Of Germany,Treaty,1967,
environment,ieadb_1936,IEADB,Agreement Between Czechoslovakia And Hungary Concerning The Establishment Of A River Administration In The Rajka-Gönyu Sector,Agreement,1968,
environment,ieadb_1937,IEADB,"Agreement Between The United States of America And The Union Of Soviet Socialist Republics On Exchanges In The Scientific, Technical, Educational, Cultural And Other Fields In 1968-1969",Agreement,1968,
environment,ieadb_1938,IEADB,Agreement Effected By Exchange Of Notes Between The United States of America And Brazil Concerning Cooperative Research In Remote Sensing For Earth Surveys,Agreement,1968,
environment,ieadb_1939,IEADB,"Agreement Between The Royal Danish Government, And The Royal Thai Government Concerning Technical Cooperation In The Field Of Marine Biology",Agreement,1968,
environment,ieadb_194,IEADB,Agreement Between Yugoslavia And The Republic Of Austria On Cooperation In The Area Of Plant Protection,Agreement,1960,
environment,ieadb_1940,IEADB,Agreement Effected By Exchange Of Notes Between The United States of America And The United Mexican States Relating To Cooperative Research In Remote Sensing For Earth Surveys,Agreement,1968,
environment,ieadb_1942,IEADB,Agreement Between The Government Of The United States of America And The Government Of The Philippines Effected By Exchange Of Notes Concerning Meteorological Research (Cloud-Seeding Project),Agreement,1969,
environment,ieadb_1943,IEADB,"Agreement For The Regulation, Channeling, Dredging, Buoyage And Maintenance Of The River Paraguay",Agreement,1969,
environment,ieadb_1944,IEADB,Treaty Between The Polish People's Republic And The Union Of Soviet Socialist Republics Concerning The Boundary Of The Continental Shelf In The Gulf Of Gdansk And The South-Eastern Part Of The Baltic Sea,Treaty,1969,
environment,ieadb_1945,IEADB,Agreement Concerning The Boundary Line Dividing The Continental Shelf Between Iran And Qatar,Agreement,1969,
environment,ieadb_1946,IEADB,Exchange Of Notes Constituting An Agreement Extending The Agreement Between The United States of America And France Relating To The Establishment And Operation Of A Rawinsonde Observation Station On Guadeloupe Island In The French West Indies,Exchange of Notes Modifying An Agreement,1969,
environment,ieadb_1947,IEADB,Agreement Between The Government Of Socialist Federal Republic Of Yugoslavia And The Government Of The People's Republic Of Poland On International Road Transport,Agreement,1969,
environment,ieadb_1948,IEADB,Treaty Between The Republic Of Liberia Find The Federal Republic Of Germany On The Use Of Liberian Waters And Ports By N S Otto Hahn,Treaty,1970,
environment,ieadb_1949,IEADB,Protocol Concerning The French-Egyptian Centre For Archaeological And Architectural Studies Of The Temples Of Karnak,Protocol,1970,
environment,ieadb_195,IEADB,Agreement Between Croatia And The Republic Of Austria On Cooperation In The Field Of Plant Protection,Agreement,1960,
environment,ieadb_1950,IEADB,"Treaty Of Cooperation Between The United States of America And The United Mexican States Providing For The Recovery And Return Of Stolen Archaeological, Historical And Cultural Properties",Treaty,1970,
environment,ieadb_1951,IEADB,Agreement Extending The Agreement Effected By Exchange Of Notes Between The United States of America And Brazil Concerning Cooperative Research In Remote Sensing For Earth Surveys,Agreement,1971,
environment,ieadb_1952,IEADB,"Agreement Extending The Agreement Between The United States of America And Canada Of May 18/June 28/29, 1965, As Extended, Relating To Seismic Observations In Connection With A Research Program Known As Project Vela Uniform",Agreement,1971,
environment,ieadb_1953,IEADB,Agreement Between Canada And Germany On Scientific And Technical Cooperation,Agreement,1971,
environment,ieadb_1954,IEADB,Agreement On Frontier Rivers Between Finland And Sweden,Agreement,1971,
environment,ieadb_1955,IEADB,Exchange Of Notes Constituting An Agreement Extending The Agreement Between The United States of America And France Relating To The Establishment And Operation Of A Rawinsonde Observation Station On Guadeloupe Island In The French West Indies,Exchange of Notes Modifying An Agreement,1971,
environment,ieadb_1956,IEADB,Agreement On Measures To Reduce The Risk Of Outbreak Of Nuclear War Between The United States of America And The Union Of Soviet Socialist Republics,Agreement,1971,
environment,ieadb_1957,IEADB,Agreement Between Malaysia And Canada On West Malaysia Power System Expansion,Agreement,1971,
environment,ieadb_1958,IEADB,Agreement On Rivers Of Mutual Interest (Massingir Dam),Agreement,1971,
environment,ieadb_1959,IEADB,Agreement Between Romania And The USSR On The Joint Construction Of The Stinca-Costesti Hydraulic Engineering Scheme,Agreement,1971,
environment,ieadb_196,IEADB,Treaty Between The Government Of Socialist Federal Republic Of Yugoslavia And The Government Of The People's Republic Of Poland On Cooperation In The Area Of Veterinary Medicine,Treaty,1960,
environment,ieadb_1960,IEADB,"Agreement Between The United States of America And The Union Of Soviet Socialist Republics On Exchanges And Cooperation In Scientific, Technical, Educational, Cultural And Other Fields In 1972-1973",Agreement,1972,
environment,ieadb_1961,IEADB,Agreement On Establishment Of Scientific Phytopathology Laboratory,Agreement,1972,
environment,ieadb_1962,IEADB,Exchange Of Letters Constituting An Agreement Between The Government Of India And His Majesty's Government Of Nepal Regarding Investigation Of Minerals In Nepal,Exchange of letters constituting an agreement,1972,
environment,ieadb_1963,IEADB,Agreement Between The Government Of India And The Government Of The People's Republic Of Bangladesh For The Supply Of Crude Oil,Agreement,1972,
environment,ieadb_1964,IEADB,"Interim Agreement Between The United States of America And The Union Of Soviet Socialist Republics On Certain Measures With Respect To The Limitation Of Strategic Offensive Arms, With Protocol",Interim Agreement,1972,
environment,ieadb_1965,IEADB,Treaty Between The United States of America And The Union Of Soviet Socialist Republics On The Limitation Of Anti-Ballistic Missile Systems,Treaty,1972,
environment,ieadb_1966,IEADB,"Agreement Amending And Extending The Agreement Of December 20, 1968 Between The United States of America And The United Mexican States Concerning Cooperative Research In Remote Sensing For Earth Surveys",Agreement,1972,
environment,ieadb_1967,IEADB,"Treaty Between The United States of America And Colombia Concerning The Status Of Quita Sueno, Roncador, And Serrana",Treaty,1972,
environment,ieadb_1968,IEADB,"Treaty On The Basis Of Relations Between The Federal Republic Of Germany And The German Democratic Republic, East Berlin Federal Democratic Republic, And Supplementary Protocol",Treaty,1972,
environment,ieadb_1969,IEADB,Agreement Extending The Agreement Effected By Exchange Of Notes Between The United States of America And Brazil Concerning Cooperative Research In Remote Sensing For Earth Surveys,Exchange of Notes Modifying An Agreement,1972,
environment,ieadb_197,IEADB,Amendment To The Agreement For Cooperation Concerning Civil Uses Of Atomic Energy,Amendment,1960,
environment,ieadb_1970,IEADB,Agreement Between Australia And Indonesia Concerning Certain Boundaries Between Papua New Guinea And Indonesia,Agreement,1973,
environment,ieadb_1972,IEADB,Agreement Between The Government Of The United Kingdom Of Great Britain And The Government Of The Kingdom Of Norway Relating To The Transmission Of Petroleum By Pipeline From The Ekofisk Field And Neighbouring Areas To The United Kingdom,Agreement,1973,
environment,ieadb_1973,IEADB,Agreement Between The United States of America And The Union Of Soviet Socialist Republics On Cooperation In Studies Of The World Ocean,Agreement,1973,
environment,ieadb_1974,IEADB,Treaty Between The United States of America And The Union Of Soviet Socialist Republics On Basic Principles Of Negotiations On The Further Limitation Of Strategic Offensive Arms,Treaty,1973,
environment,ieadb_1975,IEADB,Agreement Between The United States of America And The Union Of Soviet Socialist Republics On The Prevention Of Nuclear War,Agreement,1973,
environment,ieadb_1976,IEADB,Agreement And Protocol Between The Government Of The Federal Republic Of Germany And The Government Of The German Democratic Republic Concerning The Principles Of Maintenance And Improvement Of The Frontier Waters Including Their Respective Installations,Agreement,1973,
environment,ieadb_1977,IEADB,Agreement Between Australia / Papua New Guinea And Indonesia Concerning Administrative Border Arrangements,Agreement,1973,
environment,ieadb_1978,IEADB,Treaty Of Yacyreta Between The Republic Of Argentina And The Republic Of Paraguay,Treaty,1973,
environment,ieadb_1979,IEADB,Treaty Between The Federal Republic Of Germany And The Kingdom Of Norway Relating To The Transmission Of Hydrocarbons By Pipeline From The Ekofisk Field And Neighbouring Areas To The Federal Republic Of Germany,Treaty,1974,
environment,ieadb_198,IEADB,Indus Waters Treaty,Treaty,1960,
environment,ieadb_1980,IEADB,Agreement Between Japan And Republic Of Korea Concerning Establishment Of Boundary In The Northern Part Of The Continental Shelf Adjacent To The Two Countries,Agreement,1974,
environment,ieadb_1981,IEADB,"Agreement Effected By Exchange Of Notes Between The United States of America And Canada On The Installation And Operation Of A Seismograph Station Near Kluane Lake, Yukon Territory, With Extending Agreement",Agreement,1974,
environment,ieadb_1982,IEADB,Agreement Between Sri Lanka And India On The Boundary In Historic Waters Between The Two Countries And Related Matters,Agreement,1974,
environment,ieadb_1983,IEADB,"Agreement Extending The Agreement Of December 20, 1968, As Amended And Extended Between The Government Of The United States of America And The Government Of The United Mexican States Concerning Cooperative Research In Remote Sensing For Earth Surveys Effected By Exchange Of Notes",Agreement,1974,
environment,ieadb_1984,IEADB,Agreement Effected By Exchange Of Notes Between The United States of America And Canada Concerning Liability For Loss Or Damage From Certain Rocket Launches,Agreement,1974,
environment,ieadb_1985,IEADB,Agreement Between The United States of America And Australia Effected By Exchange Of Notes Regarding The Transfer Of A Research Facility For The Purpose Of Measuring The Physical Effects Of Disturbances In The Atmosphere Or In Space,Agreement,1975,
environment,ieadb_1986,IEADB,Exchange Of Notes Constituting An Agreement Concerning The Discontinuance Of The Facility Used In Measuring The Physical Effects Of Disturbances In The Atmosphere Or In Space And The Transfer Of This Facility To The Australian National University,Exchange of Notes Constituting An Agreement,1975,
environment,ieadb_1987,IEADB,Statute Of The Uruguay River,Statute,1975,
environment,ieadb_1988,IEADB,Agreement Between Iran and Iraq Concerning The Use Of Frontier Watercourses,Agreement,1975,
environment,ieadb_1989,IEADB,Agreement Between The United States of America And The United Kingdom Of Great Britain And Northern Ireland On Technical Information Exchange And Development Of Safety Criteria,Agreement,1975,
environment,ieadb_1991,IEADB,Agreement Relating To The Exchange Of Information On Weather Modification Activities,Agreement,1975,
environment,ieadb_1992,IEADB,"Treaty Between The Government Of The Republic Of Iraq And The Imperial Government Of Iran On International Borders And Good Neighbourly Relations, Protocol On The Demarcation Of Iraq-Iran Water Borders",Treaty,1975,
environment,ieadb_1993,IEADB,"Joint Agreement Between The Government Of Israel And The Government Of The United States of America For The Design, Construction, Testing And Operation Of Largescale Prototype Desalting Plant In Israel",Agreement,1975,
environment,ieadb_1994,IEADB,Loan Agreement Between Syrian Arab Republic And The United States of America Concerning The Damascus Water System,Loan Agreement,1975,
environment,ieadb_1995,IEADB,"Agreement Effected By Exchange Of Notes Extending The Agreement Of April 2/May 9, 1974 Between The United States of America And Canada On The Installation And Operation Of A Seismograph Station Near Kluane Lake, Yukon Territory",Agreement,1975,
environment,ieadb_1996,IEADB,Agreement Between The United Kingdom Of Great Britain And Northern Ireland And The United States of America On Cooperation In Research On Reliability Techniques,Agreement,1975,
environment,ieadb_1997,IEADB,Agreement Effected By Exchange Of Notes Establishing The Terms Of A Program Of Cooperation Between The Government Of The United States of America And The Government Of Barbados With Respect To The Operation At Seawell International Airport Of A Meteorological Upper Air Observation Station Undertaking Rawinsonde Observations,Agreement,1975,
environment,ieadb_1998,IEADB,Treaty Between The Government Of The French Republic And The Government Of Spain On Oceanologic Cooperation,Treaty,1975,
environment,ieadb_1999,IEADB,Agreement On Cooperation In The Field Of Agrozoology Techniques And Industrial Alimentation Between Romania And Ecuador,Agreement,1111,
environment,ieadb_2,IEADB,Fishing Regulations For The Bidassoa River Agreed Upon By The Delegates Of The French And Spanish Municipalities Located Along The River,Agreement,1859,
environment,ieadb_20,IEADB,Agreement Between The Government Of The United States of America And The Government Of Her Britannic Majesty For A Modus Vivendi In Relation To Fur Seal Fisheries In Bering Sea,Agreement,1891,
environment,ieadb_200,IEADB,Agreement to proceed with the construction of Amistad Dam on the Rio Grande to form part of the system of international storage dams provided for by the water treaty of 3 February 1944,Agreement,1960,
environment,ieadb_2000,IEADB,"Agreement Between The United States of America And Canada Effected By Exchange Of Notes Amending And Extending The Agreement Of May 14, 1971 Regarding Remote Sensing From Satellites And Aircraft",Agreement,1976,
environment,ieadb_2001,IEADB,"Agreement Between The United States of America And The United Kingdom Of Great Britain And Northern Ireland Effected By Exchange Of Notes Regarding The Agreement Of December 30, 1958 For The Establishment And Operation Of Hurricane Research Stations On Grand Cayman And Jamaica",Agreement,1976,
environment,ieadb_2002,IEADB,Agreement Effected By Exchange Of Notes Between The United States of America And Brazil Concerning Cooperation In Remote Sensing,Agreement,1976,
environment,ieadb_2003,IEADB,Agreement Between The Government Of The United States of America And The Government Of Bermuda Concerning Assistance To Be Rendered On A Reimbursable Basis By The United States Coast Guard,Agreement,1976,
environment,ieadb_2004,IEADB,Loan Agreement Between The Republic Of Peru And The United States of America For Program For Improved Water And Land Use In The Sierra,Loan Agreement,1976,
environment,ieadb_2005,IEADB,Agreement Regarding Navigation On Lac Leman,Agreement,1976,
environment,ieadb_2006,IEADB,Agreement Between The Government Of The United States of America And The Government Of Canada Concerning Transit Pipelines,Agreement,1977,
environment,ieadb_2007,IEADB,Convention Between The Federal Republic Of Germany And The French Republic Concerning Mutual Assistance In Case Of Catastrophes Or Serious Accidents,Convention,1977,
environment,ieadb_2008,IEADB,Treaty Between The French Government And The Government Of Monaco Concerning Protection Of The Historical Or Cultural Heritage Of The Two States,Treaty,1977,
environment,ieadb_2009,IEADB,Panama Canal Treaty,Treaty,1977,
environment,ieadb_201,IEADB,Agreement Between Norway And Finland Regarding New Fishing Regulations For The Fishing Area Of The Tana River,Agreement,1960,
environment,ieadb_2010,IEADB,Convention Between The Federal Republic Of Germany And The Grand-Duchy Of Luxembourg Concerning Mutual Assistance In Case Of Catastrophes And Serious Accidents,Convention,1978,
environment,ieadb_2011,IEADB,Agreement Between The Government Of Australia And The Government Of The Republic Of Finland Concerning The Transfer Of Nuclear Material,Agreement,1978,
environment,ieadb_2012,IEADB,"Agreement Amending And Extending The Agreement Of July 10, 1976 Between The United States of America And The United Arab Emirates Effected By Exchange Of Letters",Agreement,1978,
environment,ieadb_2013,IEADB,Exchange Of Notes Constituting An Interim Agreement On Peaceful Nuclear Cooperation,Exchange of Notes Constituting An Agreement,1978,
environment,ieadb_2014,IEADB,Treaty Between The Government Of Socialist Federal Republic Of Yugoslavia And The Government Of The People's Republic Of Poland On The Mutual Recognition Of Valid School Credentials And Post-Secondary Diplomas Received In Both Countries,Treaty,1978,
environment,ieadb_2015,IEADB,"Agreement Amending And Extending The Agreement Between The United States of America And The Union Of Soviet Socialist Republics On Cooperation In Studies Of The World Ocean, Effected By Exchange Of Notes",Agreement,1978,
environment,ieadb_2016,IEADB,Amendment To Annex B Of The Agreement On Frontier Rivers Between Finland And Sweden,Amendment,1978,
environment,ieadb_2018,IEADB,Agreement Effected By Exchange Of Notes Between The Government Of The United States of America And The Government Of Brazil Concerning Atmospheric Research Sounding Rocket And Balloon Cooperation,Agreement,1979,
environment,ieadb_2019,IEADB,Agreement On Standards Of Wholesomeness For Edible Molluscs For Export,Agreement,1979,
environment,ieadb_202,IEADB,Treaty Relating To Cooperative Development Of The Water Resources Of The Columbia River Basin,Treaty,1961,587 U.N.T.S. 19
environment,ieadb_2020,IEADB,Agreement Adopting Recommendations For The Solution Of The Border Sanitation Problems Effected By Minute No 261 Of The International Boundary And Water Commission,Agreement,1979,
environment,ieadb_2021,IEADB,Treaty Between The Government Of Socialist Federal Republic Of Yugoslavia And The Government Of The People's Republic Of Poland On Long-Term Cooperation In The Area Of Transport,Treaty,1979,
environment,ieadb_2022,IEADB,Agreement Of Cooperation Regarding Transport And Maritime Navigation Between Morocoo And Romania,Accord,1979,
environment,ieadb_2023,IEADB,Agreement Between The Government Of Portugal And Mexico On The Centre For The Implementation Of Corn And Wheat,Agreement,1980,
environment,ieadb_2024,IEADB,Convention Between Belgium And Luxembourg Regarding The Waters Of The River Sûre,Convention,1980,
environment,ieadb_2025,IEADB,"General Peace Treaty Between El Salvador And Honduras (With Minutes Of 17 April 1980 Relating To The Establishment Of The El Salvador-Honduras Joint Frontier Commission, Point 5 Of The Minutes No XXx Of The Special Commission Representing El Salvador, Guatemala And Honduras Drawn Up On 23 And 24 June 1935, And Special Minutes Drawn Up On 26 March 1936 On The Occasion Of The Official Acceptance Of The Three-Country Boundary Marker)",Treaty,1980,http://faolex.fao.org/docs/pdf/bi-17438.pdf
environment,ieadb_2026,IEADB,Agreement On A Finnish-Norwegian Commission On Frontier Water Systems,Agreement,1980,
environment,ieadb_2027,IEADB,Convention Between The Federal Republic Of Germany And The Kingdom Of Belgium Concerning Mutual Assistance In Case Of Catastrophes Or Serious Accidents,Convention,1980,
environment,ieadb_2028,IEADB,Agreement Between The United States of America And Canada On Icebreaking Operations In The Great Lakes And St Lawrence Seaway System,Agreement,1980,
environment,ieadb_2029,IEADB,Protocol Related To Mineral Exploitation In The Region Of Foumban Manie,Protocol,1111,
environment,ieadb_203,IEADB,Exchange Of Notes Constituting An Agreement Concerning The Treaty To Regulate The Diversion Of Water From The River MeuseAnd The Convention Amending Treaty To Regulate The Diversion Of Water From The River Meuse,Exchange of Notes Constituting An Agreement,1961,
environment,ieadb_2030,IEADB,Agreement On The Continental Shelf Between Iceland And Jan Mayen,Agreement,1981,
environment,ieadb_2031,IEADB,Convention Between The French Republic And The Kingdom Of Belgium Concerning Improvement Of The Common River Lys Between Deulemont And Menin,Convention,1982,
environment,ieadb_2032,IEADB,Agreement On The Ad-Hoc Sharing Of The Teesta Waters Between India And Bangladesh,Agreement,1983,
environment,ieadb_2033,IEADB,Agreement Regarding Economic And Technical Cooperation In The Field Of Geology And Mining,Agreement,1111,
environment,ieadb_2034,IEADB,"Treaty Between The United States of America And Canada Relating To The Skagit River And Ross Lake, And The Seven Mile Reservoir On The Pend D'oreille River",Treaty,1984,
environment,ieadb_2035,IEADB,Exchange Of Notes Constituting An Agreement Between Finland And Sweden Confirming Part Of The National Frontier Between The Two States,Exchange of Notes Constituting An Agreement,1985,
environment,ieadb_2036,IEADB,Agreement Between El Salvador And Honduras Setting Up A Special Commission For The Demarcation Of The Frontier Line Between El Salvador And Honduras Pursuant To The General Peace Treaty Of 30 October 1980,Agreement,1986,http://faolex.fao.org/docs/pdf/bi-17439.pdf
environment,ieadb_2037,IEADB,Agreement On Economic And Technical Cooperation Between The Government Of The Hellenic Republic And The Government Of The Arab Republic Of Egypt,Agreement,1986,
environment,ieadb_2038,IEADB,Convention Between France and Luxembourg For The Realization And Use Of Certain Factories On The Mosel,Convention,1986,
environment,ieadb_2039,IEADB,Agreement Between Canada And Japan On Cooperation In Science And Technology,Agreement,1986,
environment,ieadb_204,IEADB,Agreement Effected By Exchange Of Notes Between Yugoslavia And The United States of America Concerning A Grant For Procurement Of Nuclear Research And Training Equipment And Materials,Agreement,1961,
environment,ieadb_2041,IEADB,Exchange Of Notes Constituting An Agreement Between France And Luxembourg On The Realization Of The Regularization Of Work On The Gander River At Mondorff (France) At Mondorff-Les-Bains (Luxembourg),Exchange of Notes Constituting An Agreement,1986,
environment,ieadb_2042,IEADB,Treaty On The Lesotho Highlands Water Project Between Lesotho And South Africa,Treaty,1986,http://www.fao.org/docrep/W7414B/w7414b0w.htm
environment,ieadb_2043,IEADB,Exchanges Of Notes Constituting Agreements Concerning The Conduct Of The Equatorial Mesoscale Experiment And The Stratosphere-Troposphere Exchange Project,Agreement,1987,
environment,ieadb_2044,IEADB,Convention On Technical Cooperation And Mutual Assistance Related To Civil Protection Between Spain And Morrocco,Convenio,1987,
environment,ieadb_2045,IEADB,Convention Establishing The Council Of Lac Leman And Exchange Of Letters,Convention,1987,
environment,ieadb_2046,IEADB,Amendment To Annex B Of The Agreement On Frontier Rivers Between Finland And Sweden,Amendment,1987,
environment,ieadb_2047,IEADB,Boundary Waters Agreement Between The United States of America And Mexico Of 1987,Agreement,1987,
environment,ieadb_2048,IEADB,Protocol I To The Treaty On The Lesotho Highlands Water Project Royalty Manual,Protocol,1988,
environment,ieadb_2049,IEADB,Protocol II To The Treaty On The Lesotho Highlands Water Project Sacu Study,Protocol,1988,
environment,ieadb_205,IEADB,Agreement Effected By Exchange Of Notes Concerning A Program To Study The Radioactivity Of The Upper Atmosphere By Means Of High-Altitude Balloons,Agreement,1961,
environment,ieadb_2050,IEADB,Protocol III To The Treaty On The Lesotho Highlands Water Project Appointment Of The Liability For The Costs Of Phase Ia Project Works,Protocol,1988,
environment,ieadb_2051,IEADB,Agreement Between The Government Of The Federative Republic Of Brazil And The Government Of The Republic Of Venezuela On The Establishment Of A Non-Aedificandi Zone At The Boundary Between The Two Countries,Agreement,1988,
environment,ieadb_2052,IEADB,"Agreement Between Cape Verde And Portugal For Maritime Development, Hydrography, Mapping, Navigation Safety And Oceanography",Agreement,1988,
environment,ieadb_2053,IEADB,Agreement Between Malta And France About Scientific And Technical Cooperation In Geological And Mining Matters,Agreement,1989,
environment,ieadb_2054,IEADB,Protocol Between The Government Of Finland And The Government Of The Union Of The Soviet Socialist Republics On Cooperation In The Kola Peninsula Region,Protocol,1989,
environment,ieadb_2055,IEADB,Exchange Of Notes Between The Government Of Canada And The Government Of The Union Of Soviet Socialist Republics Constituting An Agreement On Nuclear Cooperation Involving The Enrichment Of Uranium,Exchange of Notes Constituting An Agreement,1989,
environment,ieadb_2056,IEADB,"Exchange Of Notes Constituting An Agreement Between The Government Of Australia And The Government Of The United States of America Concerning The Transfer Of Australian Ores Containing Uranium, Thorium, Monazite & Xenotine",Exchange of Notes Constituting An Agreement,1989,
environment,ieadb_2057,IEADB,Agreement Between The Government Of Portugal And The Government Of Sao Tome And Prencipe For The Cooperation In The Water Sector,Agreement,1990,
environment,ieadb_2058,IEADB,Agreement On Trade And Economic Cooperation Between Australia And The Socialist Republic Of Vietnam,Agreement,1990,
environment,ieadb_2059,IEADB,Sixth Protocol To The Agreement Between Switzerland And Italy Of 25 April 1961 Regarding The Export Of Italian Wines In Switzerland,Protocol,1990,
environment,ieadb_206,IEADB,Exchange Of Letters Between The Government Of India And The Government Of The Hungarian People's Republic Constituting An Agreement On Collaboration In The Peaceful Development Of Atomic Energy,Exchange of letters constituting an agreement,1961,
environment,ieadb_2060,IEADB,"Cooperation-Agreement Between The Republic Of Portugal And The Republic Of Guinea-Bissau On Maritime Development, Chartography, Safety And Navigation",Agreement,1990,
environment,ieadb_2061,IEADB,"Treaty Between The Federal Republic Of Germany And The Republic Of Poland On The Confirmation Of The Frontier Between Them, 14 November 1990",Treaty,1990,
environment,ieadb_2062,IEADB,Agreement Of Technical Cooperation On Coffee Between The Republic Of Portugal And The People's Republic Of Angola,Agreement,1991,
environment,ieadb_2063,IEADB,Convention On Technical And Scientific Cooperation Between Colombia And Chile,Convenio,1991,
environment,ieadb_2064,IEADB,Protocol IV To The Treaty On The Lesotho Highlands Water Project (Supplementary Arrangements Regarding Phase 1a),Protocol,1991,
environment,ieadb_2065,IEADB,"Agreement Between The Government Of The Republic Of Finland And The Government Of The Russian Federation On Cooperation In Murmansk, The Republic Of Karelia, In St Petersburg And The Leningrad Area",Agreement,1992,
environment,ieadb_2066,IEADB,Protocol Between Spain And Portugal On Technical Cooperation And Mutual Assistance In Civil Protection,Protocol,1992,
environment,ieadb_2068,IEADB,"Agreement On Basic Principles And Conditions For Interaction Between The Republic Of Kazakhstan And The Russian Federation In The Field Of Drilling, Processing, And Transportation Of Gas And Oil",Agreement,1992,
environment,ieadb_2069,IEADB,"Agreement Between The Government Of The Hellenic Republic And The Government Of The State Of Israel On Economic, Industrial And Technological Cooperation",Agreement,1992,
environment,ieadb_207,IEADB,"Agreement Between The Government Of The Federative People's Republic Of Yugoslavia And The Government Of Hungary On The Execution Of Health Controls On Shipments Of Plants In Transit For Hungary Via Federative People's Republic Of Yugoslavia, And Arriving By Sea",Agreement,1961,
environment,ieadb_2070,IEADB,Treaty Between The Republic Of Poland And The Russian Federation On Friendly And Good-Neighbourly Cooperation,Treaty,1992,
environment,ieadb_2071,IEADB,Treaty Between The Republic Of Poland And The Republic Of Estonia On Friendly Cooperation And Baltic Good-Neighbourliness,Treaty,1992,
environment,ieadb_2072,IEADB,Agreement Between The Government Of The Republic Of Namibia And The Government Of The Republic Of South Africa On The Establishment Of A Permanent Water Commission,Agreement,1992,http://www.fao.org/docrep/W7414B/w7414b0y.htm
environment,ieadb_2073,IEADB,International Boundary Agreement Between The Sultanate Of Oman And The Republic Of Yemen,Agreement,1992,
environment,ieadb_2074,IEADB,Agreement Between The Republic Of Cyprus And The Russian Federation For Cooperation In The Development Of The Region Of The Black Sea Of Russia,Agreement,1992,
environment,ieadb_2075,IEADB,Convention Between Switzerland And Italy Regarding Navigation On Lac Majeur And Lac De Lugano,Convention,1992,
environment,ieadb_2076,IEADB,Agreement On Mutual Assistance In The Event Of Disasters Or Serious Accidents,Agreement,1111,
environment,ieadb_2077,IEADB,Agreement Between The Government Of The United States of America And The Government Of The Republic Of Lithuania Concerning Fisheries Off The Coasts Of The United States,Agreement,1992,
environment,ieadb_2078,IEADB,Agreement Between The Republic Of Kazakhstan And The Republic Of Kyrgyzstan On Inter-Republic Use Of Land,Agreement,1993,
environment,ieadb_2079,IEADB,Demarcation Of The International Boundary Agreement Between The Republic Of Iraq And The State Of Kuwait By The Iraq-Kuwait Boundary Demarcation Commission,Agreement,1993,
environment,ieadb_208,IEADB,Agreement Between The Government Of India And The Government Of The Union Of Soviet Socialist Republics For Scientific And Technical Cooperation In The Field Of Peaceful Utilization Of Atomic Energy,Agreement,1961,
environment,ieadb_2080,IEADB,Agreement Between The Government Of The Hellenic Republic And The Russian Federation On Economic And Technological Cooperation,Agreement,1993,
environment,ieadb_2081,IEADB,Agreement Establishing The Framework For General Cooperation Between The Arab Republic Of Egypt And Ethiopia,Agreement,1993,
environment,ieadb_2082,IEADB,Governmental Agreement On Mutual Acknowledgement And Cooperation In The Control Of Nuclear Activity,Agreement,1111,
environment,ieadb_2083,IEADB,"Agreement Between Poland And Russia On The Construction Of A System Of Gas Pipelines For The Transit Of Russian Gas Through The Territory Of Poland, And On The Supply Of Russian Gas To Poland",Agreement,1993,
environment,ieadb_2084,IEADB,Agreement For The Organization And Operation Of The Agency Of Management And Cooperation Between Guinee Bissau And Senegal,Accord,1993,
