issue_area,item_id,source,item_name,treaty_type,treaty_open_year,source_url
arms_control,arms_att,Arms Control (UN Ch. XXVI),Arms Trade Treaty,arms_control_treaty,2013,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-8&chapter=26&clang=_en
arms_control,arms_ccm,Arms Control (UN Ch. XXVI),Convention on Cluster Munitions,arms_control_treaty,2008,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-6&chapter=26&clang=_en
arms_control,arms_ccw,Arms Control (UN Ch. XXVI),"Convention on Certain Conventional Weapons (with Protocols I, II and III)",arms_control_treaty,1980,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
arms_control,arms_ccw_art1,Arms Control (UN Ch. XXVI),CCW Amendment to Article I,arms_control_treaty,2001,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-c&chapter=26&clang=_en
arms_control,arms_ccw_p2a,Arms Control (UN Ch. XXVI),"CCW Amended Protocol II — Mines, Booby-Traps and Other Devices",arms_control_treaty,1996,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-b&chapter=26&clang=_en
arms_control,arms_ccw_p4,Arms Control (UN Ch. XXVI),CCW Protocol IV — Blinding Laser Weapons,arms_control_treaty,1995,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
arms_control,arms_ccw_p5,Arms Control (UN Ch. XXVI),CCW Protocol V — Explosive Remnants of War,arms_control_treaty,2003,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-d&chapter=26&clang=_en
arms_control,arms_ctbt,Arms Control (UN Ch. XXVI),Comprehensive Nuclear-Test-Ban Treaty,arms_control_treaty,1996,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-4&chapter=26&clang=_en
arms_control,arms_cwc,Arms Control (UN Ch. XXVI),Convention on the Prohibition of Chemical Weapons,arms_control_treaty,1993,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-3&chapter=26&clang=_en
arms_control,arms_enmod,Arms Control (UN Ch. XXVI),Convention on the prohibition of military or any other hostile use of environmental modification techniques,arms_control_treaty,1976,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
arms_control,arms_ottawa,Arms Control (UN Ch. XXVI),Convention on the Prohibition of Anti-Personnel Mines (Ottawa Treaty),arms_control_treaty,1997,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-5&chapter=26&clang=_en
arms_control,arms_tpnw,Arms Control (UN Ch. XXVI),Treaty on the Prohibition of Nuclear Weapons,arms_control_treaty,2017,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-9&chapter=26&clang=_en
environment,ieadb_1,IEADB,Agreement Between Austria And Bavaria Concerning The Regulation And Management Of The Inn River From Its Junction With The Salzach At Rothenbuch To The Point Where It Discharges Into The Danube At Passau,Agreement,1858,
environment,ieadb_10,IEADB,Agreement on Neighbourly Relations and Monitoring of the Forests on the Border between France and Switzerland,Agreement,1882,http://books.google.com/books?id=8QUMAAAAYAAJ&pg=PA8&lpg=PA3&ots=sgWi6cb1P1&dq=Convention+pour+regler+les+rapports+de+voisinage+et+la+surveillance+des+for%C3%AAts+limitrophes&output=text#c_top
environment,ieadb_100,IEADB,Agreement Between Argentina And Uruguay Relating To The Utilization Of The Rapids Of The Uruguay River In The Area Of Salto Grande,Agreement,1946,
environment,ieadb_1003,IEADB,Agreement Between The Government Of The Republic Of Estonia And The Government Of The Russian Federation On Cooperation In The Field Of Environment,Agreement,1996,
environment,ieadb_1004,IEADB,Agreement Between The Government Of The Republik Of Finland And The Government Of Ukraine On Early Notification Of Nuclear Accidents And An Exchange Of Information And Experience In The Field Of Nuclear Safety And Radiation Protection,Agreement,1996,
environment,ieadb_1005,IEADB,Agreement Between The Republic Of Brazil And The People's Republic Of China On Quarentine And Animal Health Cooperation,Agreement,1996,
environment,ieadb_1006,IEADB,Agreement Of Environmental Cooperation Between France And Russia,Accord,1996,
environment,ieadb_1007,IEADB,Convention Between The Government Of Belarus And The Government Of Bulgaria On Cooperation In The Field Of Quarantine And Protection Of Plants,Convention,1996,
environment,ieadb_1008,IEADB,Veterinary-Sanitary Convention Between The Government Of Belarus And Government Of Bulgaria,Convention,1996,
environment,ieadb_1009,IEADB,Agreement On The Exchange Of Information In Case Of Nuclear Emergency,Agreement,1996,
environment,ieadb_101,IEADB,Agreement Between The United States of America And The Republic Of The Philippines Concerning A Fishery Rehabilitation And Development Programme And A Fishery Training Programme,Agreement,1947,
environment,ieadb_1010,IEADB,Agreement On Cooperation In The Field Of Peaceful Uses Of Atomic Energy,Agreement,1996,
environment,ieadb_1011,IEADB,Agreement Between The Government Of Kazakhstan And The Government Of Kyrgyzstan On Further Integration In The Field Of Industrial Mining And Processing Of Uranium-Contained Raw Materials,Agreement,1996,
environment,ieadb_1012,IEADB,Agreement On Agricultural Development,Agreement,1996,
environment,ieadb_1013,IEADB,Agreement Between Mexico And The United States To Replace The Appendices Of Annex V Of The Agreement On Cooperation For The Protection And Improvement Of The Environment In The Border Zone,Agreement,1996,
environment,ieadb_1014,IEADB,Protocol On Agriculture,Protocol,1996,
environment,ieadb_1015,IEADB,Agreement For Cooperation And Coordination On The Matter Of Health And Vegetable Quarantines Between Argentina And Panama,Acuerdo,1996,
environment,ieadb_1016,IEADB,Subsidiary Agreement On Fisheries Between The Government Of Australia And The Government Of Japan Concerning Japanese Tuna Long Line Fishing,Agreement,1996,
environment,ieadb_1018,IEADB,Agreement Between The Government Of Cape Verde And The Grand Duchy Of Luxembourg On The Valorization Of The Goat Species Porto Novo,Agreement,1996,
environment,ieadb_1019,IEADB,Bilateral Agreement On Plant Protection Between The Government Of The Republic Of Croatia And The Government Of The Republic Of Bulgaria,Agreement,1996,
environment,ieadb_102,IEADB,Exchange Of Notes Constituting An Agreement Amending The Provisional Agreement Between The Governments Of The United States Of America And Canada Relating To Fur Seals,Exchange of Notes Modifying An Agreement,1947,
environment,ieadb_1020,IEADB,Agreement Between The Federal Government Of The Federal Republic Of Yugoslavia And The Government Of The Russian Federation In The Field Of The Protection Of The Environment,Agreement,1996,
environment,ieadb_1021,IEADB,Intergovernmental Convention On Cooperation In The Field Of Quarantine And Protection Of Plants Between Romania And Bulgaria,Convention,1996,
environment,ieadb_1022,IEADB,Veterinary-Sanitary Convention Between Romania And Bulgaria,Convention,1996,
environment,ieadb_1023,IEADB,Treaty Between The Government Of The Republic Of Croatia And The Government Of Bosnia And Herzegovina On The Establishment Of Water Management Relations,Treaty,1996,
environment,ieadb_1024,IEADB,"Supplementary Protocol On Cooperation To Protect Water And Nature At The Estuary Of The Ems To The Treaty Concerning The Course Of The Common Frontier, The Boundary Waters, Real Property Situated Near The Frontier, Traffic Crossing The Frontier On Land And Via Inland Waters And Other Frontier Questions",Protocol,1996,
environment,ieadb_1025,IEADB,Agreement On Agricultural Cooperation,Agreement,1111,
environment,ieadb_1026,IEADB,Agreement Between France And Morocco On The Environment,Accord,1996,http://fothman.free.fr/Accbitxt/Cult/ma_cult/macult190496/macult190496.html
environment,ieadb_1027,IEADB,"Agreement Between The Government Of The Republic Of Poland And The Government Of The Slovak Republic On Early Notification Of Nuclear Accidents, On Exchange Of Information And Cooperation In The Field Of Nuclear Safety And Radiation Protection",Agreement,1996,
environment,ieadb_1028,IEADB,Agreement Between The Federal Government Of The Federal Republic Of Yugoslavia And The Government Of Romania On Cooperation In The Sanitary And Veterinary Fields,Agreement,1996,
environment,ieadb_1029,IEADB,Agreement On Cooperation In The Field Of Plant Quarantine And Plant Protection Between The Government Of The Federal Republic Of Yugoslavia And The Government Of Romania,Agreement,1996,
environment,ieadb_103,IEADB,Convention Between The Government Of The Polish Republic And The Government Of The Union Of Soviet Socialist Republics Concerning The Quarantine Of Agricultural Plants And Their Protection From Pests And Diseases,Convention,1948,
environment,ieadb_1030,IEADB,Agreement Between The Federal Government Of The Federal Republic Of Yugoslavia And The Government Of The Slovak Republic On Cooperation In The Field Of Plant Quarantine And Plant Protection,Agreement,1996,
environment,ieadb_1031,IEADB,Agreement Between The Federal Government Of The Federal Republic Of Yugoslavia And The Government Of The Slovak Republic On Cooperation In The Field Of Veterinary Medicine,Agreement,1996,
environment,ieadb_1032,IEADB,Treaty Between The Government Of The Republic Of Croatia And The Government Of The Republic Of Slovenia On The Settlement Of Water Management Relations,Treaty,1996,
environment,ieadb_1033,IEADB,Convention On Conservation And Development Of Fishery Resources In The Border Sections Of The Parana And Paraguay Rivers Between Argentina And Paraguay,Convenio,1996,
environment,ieadb_1034,IEADB,Agreement Between The Federal Government Of The Federal Republic Of Yugoslavia And The Government Of The Russian Federation On Cooperation In The Field Of Plant Protection And Quarantine,Agreement,1996,
environment,ieadb_1035,IEADB,Agreement Between The Federal Government Of The Federal Republic Of Yugoslavia And The Government Of The Russian Federation On Cooperation In The Field Of Veterinary Medicine,Agreement,1996,
environment,ieadb_1036,IEADB,Agreement Between The Federal Government Of The Federal Republic Of Yugoslavia And The Government Of The Russian Federation In The Field Of Agro-Industrial Complex,Agreement,1996,
environment,ieadb_1037,IEADB,Agreement For Cooperation In The Field Of Agriculture Between The Government Of The Republic Of Cyprus And The Republic Of Argentina,Agreement,1996,
environment,ieadb_1038,IEADB,Agreement Between The Republic Of Turkey And The Republic Of Turkmenistan On Cooperation In The Field Of Environment,Agreement,1996,
environment,ieadb_1039,IEADB,Convention Between The Republic Of Turkey And The Republic Of Ukraine Concerning On The Cooperation In The Veterinary Field,Convention,1996,
environment,ieadb_104,IEADB,Convention Between The Polish Republic And The Czechoslovak Republic Concerning The Protection Of Agricultural Plants From Pests And Diseases,Convention,1949,
environment,ieadb_1040,IEADB,Treaty Between India And The Bangladesh On Sharing Of The Ganges Waters At Farakka,Treaty,1996,36 I.L.M. 523 (1997)
environment,ieadb_1041,IEADB,Agreement On Environmental Protection,Agreement,1111,
environment,ieadb_1042,IEADB,Convention Intergovernmental Regarding Cooperation In The Field Of Veterinary Issues,Convention,1111,
environment,ieadb_1043,IEADB,Convention On Cooperation In The Field Of Sanitary And Veterinary Issues,Convention,1111,
environment,ieadb_1045,IEADB,Intergovernmental Agreement On Cooperation Development In The Energy Field,Agreement,1111,
environment,ieadb_1046,IEADB,"Intergovernmental Agreement On Economic, Science And Technology Cooperation In The Field Of Agriculture And Food Industry",Agreement,1111,
environment,ieadb_1047,IEADB,Intergovernmental Covenant In The Field Of Sanitary And Veterinary,Covenant,1111,
environment,ieadb_1048,IEADB,Agreement On Environmental Cooperation Between Canada And Chile,Agreement,1997,
environment,ieadb_1049,IEADB,Agreement For The Cooperation In The Global Learning And Observations To Benefit The Environment (GLOBE) Programme - Check On This - Treaties In Force Suggests There Are Similar Agreements Between The US And Numerous Countries,Agreement,1997,
environment,ieadb_105,IEADB,Convention Between The United States of America And Mexico relating to the establishment of an International Commission for the Scientific Investigation of Tuna,Convention,1949,http://treaties.un.org/doc/Publication/UNTS/Volume%2099/v99.pdf
environment,ieadb_1050,IEADB,Agreement Of Cooperation In Agriculture And Agroindustry Between Argentina And Viet Nam,Acuerdo,1997,
environment,ieadb_1051,IEADB,Agreement On The Matter Of Phytosanitary Conditions Between Argentina And Trinidad And Tobago,Acuerdo,1997,
environment,ieadb_1052,IEADB,Agreement Regarding Animal Health Between Argentina And Trinidad And Tobago,Acuerdo,1997,
environment,ieadb_1053,IEADB,French Letter Denouncing The Arrangement Concluded At Berne On 23 October 1912 Between France And Switzerland Regarding Grazing On Pastures On The Borders Of The Two Countries,Declaration modifying a convention,1997,
environment,ieadb_1054,IEADB,Agreement Between The Government Of The Republic Of Estonia And The Government Of The Republic Of Latvia On Mutual Relations In The Field Of Fisheries,Agreement,1111,
environment,ieadb_1055,IEADB,Agreement Between The Government Of Kazakhstan And The Government Of Turkey On Cooperation In The Field Of Environmental Protection,Agreement,1997,
environment,ieadb_1056,IEADB,Agreement Between The Government Of The Republic Of Estonia And The Government Of The Republic Of Latvia On Environmental Impact Assessment In A Transboundary Context,Agreement,1997,
environment,ieadb_1057,IEADB,Agreement On Animal Health Protection Between The Government Of The Federal Republic Of Yugoslavia And The Government Of The Republic Of Hungary,Agreement,1997,
environment,ieadb_1058,IEADB,Agreement On Plant Protection Collaboration Between The Government Of The Federal Republic Of Yugoslavia And The Government Of The Republic Of Hungary,Agreement,1997,
environment,ieadb_1059,IEADB,Agreement On Animal Health Between Argentina And Tunisia,Acuerdo,1997,
environment,ieadb_106,IEADB,Convention Between Norway And Sweden Concerning The Establishment Of Joint Regulations For Salmon And Sea Trout Fishing In Iddefjord And Svinesund,Convention,1949,
environment,ieadb_1060,IEADB,Agreement On Cooperation In The Field Of Quarantine And Protection Of Plants,Agreement,1997,
environment,ieadb_1061,IEADB,Agreement Between The Republic Of Turkey And The Republic Of Slovakia On Cooperation For The Protection Of The Environment,Agreement,1997,
environment,ieadb_1062,IEADB,Agreement Between The Government Of Kazakhstan And The Government Of Kyrgyzstan On Cooperation In The Field Of Environmental Protection,Agreement,1997,
environment,ieadb_1063,IEADB,Agreement Between The Government Of Kazakhstan And The Government Of Kyrgyzstan On Cooperation In The Field Of Agriculture And Processing Industry,Agreement,1997,
environment,ieadb_1064,IEADB,Agreement Between The Government Of The Hellenic Republic And The Government Of Georgia In The Field Of Agriculture,Agreement,1997,
environment,ieadb_1065,IEADB,Agreement Between The Federal Government Of The Federal Republic Of Yugoslavia And The Government Of The Republic Of Macedonia In The Field Of Plant Protection And Plant Quarantine,Agreement,1997,
environment,ieadb_1066,IEADB,Agreement Between The Federal Government Of The Federal Republic Of Yugoslavia And The Government Of The Republic Of Macedonia In The Field Of Veterinary Medicine,Agreement,1997,
environment,ieadb_1067,IEADB,"Agreement On Cooperation And Technical Assistance In The Field Of Nuclear Safety, Radiation Protection And Nuclear Emergency Preparedness And Response",Agreement,1997,
environment,ieadb_1068,IEADB,Agreement On Cooperation In The Field Of Quarantine And Protection Of Plants,Agreement,1997,
environment,ieadb_1069,IEADB,Protocol To The Convention For The Protection Of Migratory Birds And Game Mammals,Protocol,1997,
environment,ieadb_107,IEADB,Agreement Between The Kingdom Of Sweden And The Republic Of Finland Concerning Timber Floating In The Torne And Muonio Frontier Rivers,Agreement,1949,
environment,ieadb_1070,IEADB,Agreement Between France And Turkey Regarding The Environment,Accord,1997,
environment,ieadb_1071,IEADB,Supplementary Adjustment To The Agreement For Cooperation For Improvement Of Natural Resources And Development Of The Cuareim River Basin Between Uruguay And Brazil,Amendment,1997,
environment,ieadb_1072,IEADB,Agreement Between The Government Of Belarus And The Government Of Ukraine On Cooperation In The Field Of Quarantine Of Plants,Agreement,1997,https://faolex.fao.org/docs/pdf/bi-65433.pdf
environment,ieadb_1073,IEADB,Agreement Between The Government Of Belarus And The Government Of Ukraine On Joint Efforts To Minimize And Eliminate Consequences Of Chernobyl Catastrophe,Agreement,1997,
environment,ieadb_1074,IEADB,Agreement Of Cooperation On The Environment Between France And China,Accord,1997,
environment,ieadb_1075,IEADB,Agreement Between Hungary And Romania On Environmental Protection Cooperation,Agreement,1997,
environment,ieadb_1076,IEADB,Agreement Between Romania And Hungary Regarding Rapid Notification Of A Nuclear Accident,Agreement,1997,
environment,ieadb_1077,IEADB,Intergovernmental Agreement Between Bulgaria And Romania On Early Notification Of Nuclear Accidents,Agreement,1997,
environment,ieadb_1078,IEADB,Agreement Between The Government Of Kazakhstan And The Government Of Uzbekistan On Cooperation In The Field Of Environmental Protection And Rational Use Of Nature,Agreement,1997,
environment,ieadb_1079,IEADB,Subsidiary Agreement On Fisheries Between The Government Of Australia And The Government Of Japan Concerning Japanese Tuna Long Line Fishing,Agreement,1997,
environment,ieadb_108,IEADB,Agreement Between The Government Of The Federal People's Republic Of Yugoslavia And The Government Of The Republic Of Italy Regarding Fishing By Italian Fishermen In Yugoslav Waters,Agreement,1949,
environment,ieadb_1080,IEADB,Agreement Between The Republic Of Cyprus And The Czech Republic On Cooperation In The Field Of Agriculture,Agreement,1997,
environment,ieadb_1081,IEADB,Agreement Between The Republic Of Cyprus And The Czech Republic On Cooperation On Veterinary Science,Agreement,1997,
environment,ieadb_1082,IEADB,"Agreement (No 95/1998) Between The Federal Government Of Austria And The Government Of Macedonia On Economical, Agricultural, Industrial, Technical And Technological Cooperation",Agreement,1997,
environment,ieadb_1083,IEADB,Agreement Between The Government Of Kazakhstan And The Government Of Azerbaijan On Cooperation In The Field Of Environmental Protection,Agreement,1997,
environment,ieadb_1084,IEADB,Agreement Between The Federal Government Of The Federal Republic Of Yugoslavia And The Government Of The Republic Of Poland On Cooperation In The Field Of Veterinary Medicine,Agreement,1997,
environment,ieadb_1085,IEADB,Agreement On Cooperation In The Field Of Plant Protection Between The Government Of The Federal Republic Of Yugoslavia And The Government Of The Republic Of Poland,Agreement,1997,
environment,ieadb_1086,IEADB,Supplementary Protocol To The Convention On Conservation And Development Of Fishery Resources In The Border Sections Of The Parana And Paraguay Rivers Between Argentina And Paraguay,Protocol,1997,
environment,ieadb_1088,IEADB,Agreement Between The Government Of Slovak Republic And German Republic On Cooperation In The Field Of Environmental Protection,Agreement,1997,
environment,ieadb_1089,IEADB,Agreement Between The Republic Of Turkey And The Republic Of Georgia On Cooperation In The Field Of Environment,Agreement,1997,
environment,ieadb_109,IEADB,Convention Between The Polish Republic And The Hungarian People's Republic Concerning The Protection Of Agricultural Plants From Pests And Diseases,Convention,1949,
environment,ieadb_1090,IEADB,Agreement On Veterinary Collaboration Between The Government Of The Republic Of Croatia And The Government Of The Republic Of Bulgaria,Agreement,1997,
environment,ieadb_1091,IEADB,Agreement On Environmental Cooperation Between The Government Of The Republic Of Bulgaria And The Government Of The Republic Of Turkey,Agreement,1997,
environment,ieadb_1092,IEADB,Exchange Of Notes Constituting An Agreement Concerning The Retransfer Of Australian Obligated Nuclear Material Under The Agreement Between The Government Of Australia And The Government Of The Republic Of Korea Concerning The Cooperation In Peaceful Uses Of Nuclear Energy And The Transfer Of Nuclear Material,Exchange of Notes Constituting An Agreement,1997,
environment,ieadb_1093,IEADB,Convention On Fisheries Cooperation Between Perú And Honduras,Convenio,1997,
environment,ieadb_1094,IEADB,Agreement Between The Government Of The Republic Of Estonia And The Government Of The Russian Federation On Cooperation In The Field Of Protection And Sustainable Use Of Transboundary Watercourses,Agreement,1997,http://www.envir.ee/jc/eng/ev_piiriveekogud_eng.php
environment,ieadb_1095,IEADB,Agreement On Animal Health Between Argentina And Panama,Acuerdo,1997,
environment,ieadb_1096,IEADB,Agreement On Technical Cooperation On Risk Assessment Of Defence-Related Waste In Latvia,Agreement,1997,
environment,ieadb_1097,IEADB,Agreement For Veterinary Health Between Argentina And Algeria,Acuerdo,1997,
environment,ieadb_1098,IEADB,Phytosanitary Agreement Between Argentina And Algeria,Acuerdo,1997,
environment,ieadb_1099,IEADB,Convention Between The Republic Of Italy And The Republic Of Moldova On Veterinary Health,Convention,1997,
environment,ieadb_11,IEADB,Convention Between Italy And Switzerland Concerning Fishing In The Frontier Waters,Convention,1882,
environment,ieadb_110,IEADB,"Agreement Supplementing The Convention For The Final Settlement Of The Difficulties Arising Through Complaints Of Damage Done In The State Of Washington By Fumes Discharged From The Smelter Of The Consolidated Mining And Smelting Company, Trail, British Columbia, Effected By Exchange Of Notes",Agreement,1950,
environment,ieadb_1100,IEADB,"Protocol On The Technical, Scientific And Economic Cooperation In The Field Of Agriculture Between The Republic Of Turkey And The Republic Of Croatia",Protocol,1997,
environment,ieadb_1101,IEADB,Protocol Related To Forestry Between The Republic Of Turkey And The Republic Of Uzbekistan,Protocol,1997,
environment,ieadb_1102,IEADB,Protocol On Protection Of Tigers,Protocol,1997,
environment,ieadb_1103,IEADB,Additional Protocol To Agreement Of 18 December 1955 Between The Kingdom Of Norway And The Kingdom Of Denmark Concerning The Delimitation Of The Continental Shelf In The Area Between Jan Mayen And Greenland And Concerning The Boundary Between The Fishery Zones In The Area,Protocol,1997,http://lovdata.no/cgi-wift/udoffles?doc=tra-19971111-001.txt&
environment,ieadb_1104,IEADB,Agreement Between The Government Of The Kingdom Of Denmark Along With The Local Government Of Greenland On The One Hand And The Government Of The Republic Of Iceland On The Other Hand On The Delimitation Of The Continental Shelf And The Fishery Zone In The Area Between Greenland And Iceland,Agreement,1997,
environment,ieadb_1105,IEADB,Definition Of Response Regions/ Agreement Between The Government Of The Republic Of Finland And The Government Of The Republic Of Estonia On Cooperation In Combating Oil Pollution Incidents And A Protocol Relating To It,Agreement,1997,
environment,ieadb_1106,IEADB,Bilateral Agreement In The Form Of An Exchange Of Notes Between Costa Rica And The United States On The Transfrontier Movement Of Dangerous Waste To Allow The Export Of Dangerous Waste To The United States of America,Agreement,1997,
environment,ieadb_1107,IEADB,Additional Protocol To The Agreement Of 28 May 1980 Between Norway And Iceland Concerning Fishery And Continental Shelf Questions And The Agreement Derived Therefrom Of 22 October 1981 On The Continental Shelf Between Jan Mayen And Iceland,Protocol,1997,
environment,ieadb_1108,IEADB,Agreement Between The Government Of Kazakhstan And The Government Of The United States In The Field Of Peaceful Use Of Atomic Energy,Agreement,1997,
environment,ieadb_111,IEADB,Treaty Concerning The Diversion Of The Niagara River,Treaty,1950,
environment,ieadb_1110,IEADB,Agreement On The Exchange Of Information In Case Of Nuclear Emergency,Agreement,1111,
environment,ieadb_1111,IEADB,Agricultural And Forestry Cooperation Agreement,Agreement,1997,
environment,ieadb_1112,IEADB,Agreement Between The Government Of Kazakhstan And The Government Of Kyrgyzstan On Complex Use Of Hydro-Energy Resources Of Syr Darya Water Reservoirs Cascade In 1998,Agreement,1997,
environment,ieadb_1113,IEADB,Agreement On Veterinary Cooperation Between The Government Of The Federal Republic Of Yugoslavia And The Government Of The Republic Of Poland,Agreement,1997,
environment,ieadb_1114,IEADB,Agreement Between The Government Of The Republic Of Poland And The Government Of The Czech Republic On Cooperation In The Field Of Environmental Protection,Agreement,1998,
environment,ieadb_1115,IEADB,Co-Operative Agreement Text On Animal Health Between Egypt And Algeria,Agreement,1998,
environment,ieadb_1116,IEADB,Agreement Between The Federal Government Of The Federal Republic Of Yugoslavia And The Government Of The Republic Of Belarus On Cooperation In The Field Of Plant Protection And Quarantine,Agreement,1998,
environment,ieadb_1117,IEADB,Agreement Between The Federal Government Of The Federal Republic Of Yugoslavia And The Government Of The Republic Of Belarus On Cooperation In The Field Of Veterinary Medicine,Agreement,1998,
environment,ieadb_1118,IEADB,Agreement On Certain Issues Regarding Cooperation In The Field Of Uses Of Marine Living Resources,Agreement,1998,
environment,ieadb_1119,IEADB,"Agreement On Cooperation And Technical Assistance In The Field Of Nuclear Safety, Radiation Protection And Nuclear Emergency Preparedness And Response",Agreement,1998,
environment,ieadb_112,IEADB,Convention For The Extension Of Port Privileges To Halibut Fishing Vessels On The Pacific Coasts Of The United States of America And Canada,Convention,1950,
environment,ieadb_1120,IEADB,Agreement Between The Government Of Belarus And The Government Of Iran On Cooperation In The Field Of Quarantine And Protection Of Plants,Agreement,1998,
environment,ieadb_1121,IEADB,Agreement Between The Government Of Belarus And The Government Of Iran On Cooperation In The Field Of Veterinary,Agreement,1998,
environment,ieadb_1122,IEADB,Environmental Cooperation Agreement,Agreement,1998,
environment,ieadb_1123,IEADB,Agreement Between The Government Of Kazakhstan And The Government Mongolia On Cooperation In The Field Of Veterinary,Agreement,1998,
environment,ieadb_1124,IEADB,Agreement Between The Government Of Kazakhstan And The Government Of Mongolia On Cooperation In The Field Of Environmental Protection,Agreement,1998,
environment,ieadb_1125,IEADB,Agreement Between The Government Of Kazakhstan And The Government Of Mongolia On Cooperation In The Field Of Plant Quarantine,Agreement,1998,
environment,ieadb_1126,IEADB,Agricultural Cooperation Agreement Between Egypt And Bulgaria,Agreement,1998,
environment,ieadb_1127,IEADB,Convention between the Government of the Russian Federation and the Government of Moldova on cooperation in the sphere of plant quarantine,Convention,1998,
environment,ieadb_1128,IEADB,Agreement (No 64/1998) Between The Austrian Federal Government And Hungary On The Establishment Of A Veterinary Border Control Point At Rabafuzes/Heiligenkreuz On Hungarian Territory,Agreement,1998,
environment,ieadb_1129,IEADB,Agreement On Animal Health Between Hungary And Poland,Agreement,1998,
environment,ieadb_113,IEADB,Agreement Between The Czechoslovak Government And The Austrian Federal Government Concerning Cooperation In The Matter Of Plant Protection,Agreement,1950,
environment,ieadb_1130,IEADB,Agreement Between The Government Of The Republic Of Poland And The Government Of The Italian Republic On Debt Conversion For The Purposes Of Environmental Protection,Agreement,1998,
environment,ieadb_1131,IEADB,Agreement For Cooperation And Coordination On The Matter Of Health And Vegetable Quarantines Between Argentina And Guatemala,Acuerdo,1998,
environment,ieadb_1132,IEADB,Agreement On Animal Health Between Argentina And Guatemala,Acuerdo,1998,
environment,ieadb_1133,IEADB,Agreement On Veterinary Cooperation Between The Government Of The Republic Of Croatia And The Government Of The Republic Of Albania,Agreement,1998,
environment,ieadb_1134,IEADB,Convention Between The Federal Government Of The Federal Republic Of Yugoslavia And The Government Of Romania On The Exploitation Of The Hydroelectric And Navigation Systems Djerdap I And Djerdap II,Convention,1998,
environment,ieadb_1135,IEADB,Agreement Between The Government Of Slovak Republic And The Government Of The Kingdom Of Norway On Initiating A Project On Biomass In Fulfillment Of Obligations Under The Framework Convention On Climate Change,Agreement,1998,
environment,ieadb_1136,IEADB,Agreement on cooperation in the field of veterinary science between the Government of the Republic of Belarus and the Government of the Arab Republic of Egypt,Agreement,1998,
environment,ieadb_1137,IEADB,Convention On Cooperation Related To Quarantine And Phytosanitary Protection Between Argentina And Russia,Convenio,1998,
environment,ieadb_1138,IEADB,Agreement Between Government Of Bulgaria And Government Of Slovenia In The Field Of Veterinary Medicine,Agreement,1998,
environment,ieadb_1139,IEADB,Agreement Between Government Of Bulgaria And Government Of Slovenia On Cooperation In The Field Of Quarantine And Protection Of Plants,Agreement,1998,
environment,ieadb_1140,IEADB,Agreement Between Romania And The United States Regarding The Application Of The Peaceful Uses Of Nuclear Energy,Agreement,1998,
environment,ieadb_1141,IEADB,Agreement On Peaceful Uses Of Nuclear Energy,Agreement,1998,
environment,ieadb_1142,IEADB,Agreement Of Cooperation Regarding The Phytosanitary Quarantine Between France And China,Accord,1998,
environment,ieadb_1143,IEADB,Agreement On Plant Protection Cooperation Between Croatia And Macedonia,Agreement,1998,https://faolex.fao.org/docs/pdf/bi-22573.pdf
environment,ieadb_1144,IEADB,Agreement On Animal Health Between Argentina And Peru,Acuerdo,1998,https://faolex.fao.org/docs/pdf/per20024.pdf
environment,ieadb_1145,IEADB,Zoosanitary Agreement Between Argentina And Peru,Acuerdo,1998,
environment,ieadb_1146,IEADB,Convention Between The Government Of The Republic Of Bulgaria And The Government Of Russian Federation In The Field Of Protection Of The Environment,Convention,1998,
environment,ieadb_1147,IEADB,Agreement Between The Republic Of Turkey And The Republic Of Israel On Cooperation In The Field Of Agriculture,Agreement,1998,
environment,ieadb_1148,IEADB,Agreement Between The Government Of The Republic Of Croatia And The Government Of Romania Regarding Collaboration On Veterinary Matters,Agreement,1998,
environment,ieadb_1149,IEADB,Agreement On Plant Protection Cooperation Between The Government Of The Republic Of Croatia And The Government Of Romania,Agreement,1998,
environment,ieadb_115,IEADB,Convention Between The USSR And Hungary Concerning Measures To Prevent Floods And To Regulate The Water Regime In The Area Of The Frontier,Convention,1950,
environment,ieadb_1150,IEADB,Convention Between The Republic Of Turkey And The Republic Of Macedonia Concerning The Cooperation In The Animal Health Area,Convention,1998,
