item_id
desta_106__1990-1994
desta_107__1990-1994
desta_114__1990-1994
desta_118__1990-1994
desta_119__1990-1994
desta_124__1990-1994
desta_126__1990-1994
desta_142__1990-1994
desta_145__1990-1994
desta_148+1__1990-1994
desta_16+2__1990-1994
desta_172__1990-1994
desta_191__1990-1994
desta_203__1990-1994
desta_219__1990-1994
desta_232__1990-1994
desta_240__1990-1994
desta_272__1990-1994
desta_278+2__1990-1994
desta_28+1__1990-1994
desta_280__1990-1994
desta_280+1__1990-1994
desta_301a__1990-1994
desta_302+3__1990-1994
desta_308+1__1990-1994
desta_31__1990-1994
desta_312+1__1990-1994
desta_315+2__1990-1994
desta_317+2__1990-1994
desta_322+2__1990-1994
desta_327+1__1990-1994
desta_329+2__1990-1994
desta_332+2__1990-1994
desta_337+1__1990-1994
desta_34__1990-1994
desta_340+1__1990-1994
desta_341+1__1990-1994
desta_344__1990-1994
desta_344+1__1990-1994
desta_345+1__1990-1994
desta_35__1990-1994
desta_350+3__1990-1994
desta_351+3__1990-1994
desta_352+2__1990-1994
desta_357+2__1990-1994
desta_370__1990-1994
desta_373__1990-1994
desta_374__1990-1994
desta_41__1990-1994
desta_425__1990-1994
desta_437+1__1990-1994
desta_442__1990-1994
desta_455__1990-1994
desta_464__1990-1994
desta_476__1990-1994
desta_49__1990-1994
desta_510__1990-1994
desta_526__1990-1994
desta_528__1990-1994
desta_529__1990-1994
desta_546__1990-1994
desta_548__1990-1994
desta_55__1990-1994
desta_556__1990-1994
desta_56__1990-1994
desta_560__1990-1994
desta_572__1990-1994
desta_617__1990-1994
desta_618__1990-1994
desta_620__1990-1994
desta_63__1990-1994
desta_649__1990-1994
desta_652__1990-1994
desta_653__1990-1994
desta_654__1990-1994
desta_666__1990-1994
desta_669+1__1990-1994
desta_671+1__1990-1994
desta_684__1990-1994
desta_701__1990-1994
desta_709__1990-1994
desta_714a__1990-1994
desta_725__1990-1994
desta_732__1990-1994
desta_744__1990-1994
desta_762__1990-1994
desta_790__1990-1994
desta_80__1990-1994
desta_908__1990-1994
desta_98__1990-1994
wto_rta_116__1990-1994
wto_rta_123__1990-1994
wto_rta_124__1990-1994
wto_rta_20__1990-1994
wto_rta_228__1990-1994
wto_rta_235__1990-1994
wto_rta_239__1990-1994
wto_rta_243__1990-1994
wto_rta_254__1990-1994
wto_rta_258__1990-1994
wto_rta_268__1990-1994
wto_rta_270__1990-1994
wto_rta_321__1990-1994
wto_rta_343__1990-1994
wto_rta_36__1990-1994
wto_rta_386__1990-1994
wto_rta_49__1990-1994
wto_rta_51__1990-1994
wto_rta_571__1990-1994
wto_rta_572__1990-1994
wto_rta_577__1990-1994
wto_rta_578__1990-1994
wto_rta_649__1990-1994
wto_rta_90__1990-1994
wto_rta_95__1990-1994
wto_rta_97__1990-1994
desta_105__1995-1999
desta_106__1995-1999
desta_107__1995-1999
desta_108__1995-1999
desta_108+1__1995-1999
desta_108+2__1995-1999
desta_108+3__1995-1999
desta_109__1995-1999
desta_113__1995-1999
desta_114__1995-1999
desta_118__1995-1999
desta_119__1995-1999
desta_120__1995-1999
desta_125__1995-1999
desta_126__1995-1999
desta_139__1995-1999
desta_142__1995-1999
desta_145__1995-1999
desta_148__1995-1999
desta_149__1995-1999
desta_155__1995-1999
desta_161__1995-1999
desta_165__1995-1999
desta_171+2__1995-1999
desta_175__1995-1999
desta_178__1995-1999
desta_18__1995-1999
desta_183__1995-1999
desta_184__1995-1999
desta_190__1995-1999
desta_191__1995-1999
desta_192+1__1995-1999
desta_198__1995-1999
desta_203__1995-1999
desta_211__1995-1999
desta_215__1995-1999
desta_219__1995-1999
desta_22__1995-1999
desta_232__1995-1999
desta_23a__1995-1999
desta_258__1995-1999
desta_264__1995-1999
desta_266__1995-1999
desta_272__1995-1999
desta_275__1995-1999
desta_276__1995-1999
desta_277__1995-1999
desta_279__1995-1999
desta_28__1995-1999
desta_287__1995-1999
desta_3__1995-1999
desta_3+1__1995-1999
desta_301a__1995-1999
desta_308__1995-1999
desta_31__1995-1999
desta_312__1995-1999
desta_316__1995-1999
desta_318__1995-1999
