item_id
atop_4002_any__1995-1999
atop_4002_nonagg__1995-1999
atop_4005_any__1995-1999
atop_4005_consul__1995-1999
atop_4005_nonagg__1995-1999
atop_4010_any__1995-1999
atop_4010_consul__1995-1999
atop_4010_neutral__1995-1999
atop_4010_nonagg__1995-1999
atop_4015_any__1995-1999
atop_4015_consul__1995-1999
atop_4015_neutral__1995-1999
atop_4015_nonagg__1995-1999
atop_4016_any__1995-1999
atop_4016_nonagg__1995-1999
atop_4018_any__1995-1999
atop_4018_nonagg__1995-1999
atop_4020_any__1995-1999
atop_4020_defense__1995-1999
atop_4022_any__1995-1999
atop_4022_nonagg__1995-1999
atop_4023_any__1995-1999
atop_4023_nonagg__1995-1999
atop_4025_any__1995-1999
atop_4025_consul__1995-1999
atop_4030_any__1995-1999
atop_4030_consul__1995-1999
atop_4030_defense__1995-1999
atop_4035_any__1995-1999
atop_4035_consul__1995-1999
atop_4035_nonagg__1995-1999
atop_4040_any__1995-1999
atop_4040_nonagg__1995-1999
atop_4045_any__1995-1999
atop_4045_consul__1995-1999
atop_4055_any__1995-1999
atop_4055_nonagg__1995-1999
atop_4060_any__1995-1999
atop_4060_consul__1995-1999
atop_4061_any__1995-1999
atop_4061_nonagg__1995-1999
atop_4063_any__1995-1999
atop_4063_nonagg__1995-1999
atop_4065_any__1995-1999
atop_4065_consul__1995-1999
atop_4065_neutral__1995-1999
atop_4065_nonagg__1995-1999
atop_4070_any__1995-1999
atop_4070_consul__1995-1999
atop_4075_any__1995-1999
atop_4075_consul__1995-1999
atop_4080_any__1995-1999
atop_4080_consul__1995-1999
atop_4085_any__1995-1999
atop_4085_consul__1995-1999
atop_4085_neutral__1995-1999
atop_4085_nonagg__1995-1999
atop_4090_any__1995-1999
atop_4090_consul__1995-1999
atop_4090_nonagg__1995-1999
atop_4095_any__1995-1999
atop_4095_consul__1995-1999
atop_4097_any__1995-1999
atop_4097_nonagg__1995-1999
atop_4099_any__1995-1999
atop_4099_nonagg__1995-1999
atop_4100_any__1995-1999
atop_4100_consul__1995-1999
atop_4100_nonagg__1995-1999
atop_4105_any__1995-1999
atop_4105_consul__1995-1999
atop_4110_any__1995-1999
atop_4110_neutral__1995-1999
atop_4115_any__1995-1999
atop_4115_nonagg__1995-1999
atop_4120_any__1995-1999
atop_4120_consul__1995-1999
atop_4120_neutral__1995-1999
atop_4120_nonagg__1995-1999
atop_4125_any__1995-1999
atop_4125_nonagg__1995-1999
atop_4130_any__1995-1999
atop_4130_consul__1995-1999
atop_4130_nonagg__1995-1999
atop_4131_any__1995-1999
atop_4131_nonagg__1995-1999
atop_4135_any__1995-1999
atop_4135_consul__1995-1999
atop_4140_any__1995-1999
atop_4140_nonagg__1995-1999
atop_4145_any__1995-1999
atop_4145_consul__1995-1999
atop_4145_neutral__1995-1999
atop_4145_nonagg__1995-1999
atop_4148_any__1995-1999
atop_4148_nonagg__1995-1999
atop_4150_any__1995-1999
atop_4150_consul__1995-1999
atop_4150_neutral__1995-1999
