"country1","country2","iso1","iso2","number","base_treaty","name","entry_type","consolidated","coded","year","entryforceyear","language","typememb","regioncon","wto_listed","wto_name","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","mc1","mc2","mc3","mc4","mc5","mc6","mc7","mc8","mc9","mc10","mc11","mc12","mc13","mc14","mc15","mc16","mc17","mc18","mc19","mc20","mc21","mc22","mc23","mc24","mc25","mc26","mc27","mc28","mc29","mc30","mc31","mc32","mc33","mc34","mc35","mc36","mc37","mc38","mc39","mc40","mc41","mc42","mc43","mc44","mc45","mc46","mc47","mc48","mc49","mc50","mc51","mc52","mc53","mc54","mc55","mc56","mc57","mc58","mc59","mc60","mc61","mc62","mc63","mc64","mc65","mc66","mc67","mc68","mc69","mc70","mc71","mc72","mc73","mc74","mc75","mc76","mc77","mc78","mc79","mc80","mc81","mc82","mc83","mc84","mc85","mc86","mc87","mc88","mc89","mc90","mc91"
"United Kingdom","Ireland",826,372,"130_1",130,"Bosnia and Herzegovina EC SAA withdrawal UK","withdrawal",0,0,2020,2020,"English",7,"Europe",,,40,56,100,191,196,203,208,233,246,250,276,300,348,372,380,428,440,442,470,528,616,620,642,703,705,724,752,826,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"United Kingdom","Italy",826,380,"130_1",130,"Bosnia and Herzegovina EC SAA withdrawal UK","withdrawal",0,0,2020,2020,"English",7,"Europe",,,40,56,100,191,196,203,208,233,246,250,276,300,348,372,380,428,440,442,470,528,616,620,642,703,705,724,752,826,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"United Kingdom","Latvia",826,428,"130_1",130,"Bosnia and Herzegovina EC SAA withdrawal UK","withdrawal",0,0,2020,2020,"English",7,"Europe",,,40,56,100,191,196,203,208,233,246,250,276,300,348,372,380,428,440,442,470,528,616,620,642,703,705,724,752,826,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"United Kingdom","Lithuania",826,440,"130_1",130,"Bosnia and Herzegovina EC SAA withdrawal UK","withdrawal",0,0,2020,2020,"English",7,"Europe",,,40,56,100,191,196,203,208,233,246,250,276,300,348,372,380,428,440,442,470,528,616,620,642,703,705,724,752,826,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"United Kingdom","Luxembourg",826,442,"130_1",130,"Bosnia and Herzegovina EC SAA withdrawal UK","withdrawal",0,0,2020,2020,"English",7,"Europe",,,40,56,100,191,196,203,208,233,246,250,276,300,348,372,380,428,440,442,470,528,616,620,642,703,705,724,752,826,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"United Kingdom","Malta",826,470,"130_1",130,"Bosnia and Herzegovina EC SAA withdrawal UK","withdrawal",0,0,2020,2020,"English",7,"Europe",,,40,56,100,191,196,203,208,233,246,250,276,300,348,372,380,428,440,442,470,528,616,620,642,703,705,724,752,826,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"United Kingdom","Netherlands",826,528,"130_1",130,"Bosnia and Herzegovina EC SAA withdrawal UK","withdrawal",0,0,2020,2020,"English",7,"Europe",,,40,56,100,191,196,203,208,233,246,250,276,300,348,372,380,428,440,442,470,528,616,620,642,703,705,724,752,826,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"United Kingdom","Poland",826,616,"130_1",130,"Bosnia and Herzegovina EC SAA withdrawal UK","withdrawal",0,0,2020,2020,"English",7,"Europe",,,40,56,100,191,196,203,208,233,246,250,276,300,348,372,380,428,440,442,470,528,616,620,642,703,705,724,752,826,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"United Kingdom","Portugal",826,620,"130_1",130,"Bosnia and Herzegovina EC SAA withdrawal UK","withdrawal",0,0,2020,2020,"English",7,"Europe",,,40,56,100,191,196,203,208,233,246,250,276,300,348,372,380,428,440,442,470,528,616,620,642,703,705,724,752,826,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"United Kingdom","Romania",826,642,"130_1",130,"Bosnia and Herzegovina EC SAA withdrawal UK","withdrawal",0,0,2020,2020,"English",7,"Europe",,,40,56,100,191,196,203,208,233,246,250,276,300,348,372,380,428,440,442,470,528,616,620,642,703,705,724,752,826,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"United Kingdom","Slovakia",826,703,"130_1",130,"Bosnia and Herzegovina EC SAA withdrawal UK","withdrawal",0,0,2020,2020,"English",7,"Europe",,,40,56,100,191,196,203,208,233,246,250,276,300,348,372,380,428,440,442,470,528,616,620,642,703,705,724,752,826,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"United Kingdom","Slovenia",826,705,"130_1",130,"Bosnia and Herzegovina EC SAA withdrawal UK","withdrawal",0,0,2020,2020,"English",7,"Europe",,,40,56,100,191,196,203,208,233,246,250,276,300,348,372,380,428,440,442,470,528,616,620,642,703,705,724,752,826,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"United Kingdom","Spain",826,724,"130_1",130,"Bosnia and Herzegovina EC SAA withdrawal UK","withdrawal",0,0,2020,2020,"English",7,"Europe",,,40,56,100,191,196,203,208,233,246,250,276,300,348,372,380,428,440,442,470,528,616,620,642,703,705,724,752,826,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"United Kingdom","Sweden",826,752,"130_1",130,"Bosnia and Herzegovina EC SAA withdrawal UK","withdrawal",0,0,2020,2020,"English",7,"Europe",,,40,56,100,191,196,203,208,233,246,250,276,300,348,372,380,428,440,442,470,528,616,620,642,703,705,724,752,826,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Austria","Bulgaria",40,100,"149_1",149,"Bulgaria EFTA withdrawal Austria Finland Sweden","withdrawal",0,0,1994,,"English",7,"Europe",0,,100,438,352,578,756,40,246,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Austria","Finland",40,246,"149_1",149,"Bulgaria EFTA withdrawal Austria Finland Sweden","withdrawal",0,0,1994,,"English",7,"Europe",0,,100,438,352,578,756,40,246,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Austria","Iceland",40,352,"149_1",149,"Bulgaria EFTA withdrawal Austria Finland Sweden","withdrawal",0,0,1994,,"English",7,"Europe",0,,100,438,352,578,756,40,246,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Austria","Liechtenstein",40,438,"149_1",149,"Bulgaria EFTA withdrawal Austria Finland Sweden","withdrawal",0,0,1994,,"English",7,"Europe",0,,100,438,352,578,756,40,246,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Austria","Norway",40,578,"149_1",149,"Bulgaria EFTA withdrawal Austria Finland Sweden","withdrawal",0,0,1994,,"English",7,"Europe",0,,100,438,352,578,756,40,246,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Austria","Sweden",40,752,"149_1",149,"Bulgaria EFTA withdrawal Austria Finland Sweden","withdrawal",0,0,1994,,"English",7,"Europe",0,,100,438,352,578,756,40,246,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Austria","Switzerland",40,756,"149_1",149,"Bulgaria EFTA withdrawal Austria Finland Sweden","withdrawal",0,0,1994,,"English",7,"Europe",0,,100,438,352,578,756,40,246,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Finland","Austria",246,40,"149_1",149,"Bulgaria EFTA withdrawal Austria Finland Sweden","withdrawal",0,0,1994,,"English",7,"Europe",0,,100,438,352,578,756,40,246,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Finland","Bulgaria",246,100,"149_1",149,"Bulgaria EFTA withdrawal Austria Finland Sweden","withdrawal",0,0,1994,,"English",7,"Europe",0,,100,438,352,578,756,40,246,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Finland","Iceland",246,352,"149_1",149,"Bulgaria EFTA withdrawal Austria Finland Sweden","withdrawal",0,0,1994,,"English",7,"Europe",0,,100,438,352,578,756,40,246,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Finland","Liechtenstein",246,438,"149_1",149,"Bulgaria EFTA withdrawal Austria Finland Sweden","withdrawal",0,0,1994,,"English",7,"Europe",0,,100,438,352,578,756,40,246,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Finland","Norway",246,578,"149_1",149,"Bulgaria EFTA withdrawal Austria Finland Sweden","withdrawal",0,0,1994,,"English",7,"Europe",0,,100,438,352,578,756,40,246,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Finland","Sweden",246,752,"149_1",149,"Bulgaria EFTA withdrawal Austria Finland Sweden","withdrawal",0,0,1994,,"English",7,"Europe",0,,100,438,352,578,756,40,246,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Finland","Switzerland",246,756,"149_1",149,"Bulgaria EFTA withdrawal Austria Finland Sweden","withdrawal",0,0,1994,,"English",7,"Europe",0,,100,438,352,578,756,40,246,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sweden","Austria",752,40,"149_1",149,"Bulgaria EFTA withdrawal Austria Finland Sweden","withdrawal",0,0,1994,,"English",7,"Europe",0,,100,438,352,578,756,40,246,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sweden","Bulgaria",752,100,"149_1",149,"Bulgaria EFTA withdrawal Austria Finland Sweden","withdrawal",0,0,1994,,"English",7,"Europe",0,,100,438,352,578,756,40,246,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sweden","Finland",752,246,"149_1",149,"Bulgaria EFTA withdrawal Austria Finland Sweden","withdrawal",0,0,1994,,"English",7,"Europe",0,,100,438,352,578,756,40,246,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sweden","Iceland",752,352,"149_1",149,"Bulgaria EFTA withdrawal Austria Finland Sweden","withdrawal",0,0,1994,,"English",7,"Europe",0,,100,438,352,578,756,40,246,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sweden","Liechtenstein",752,438,"149_1",149,"Bulgaria EFTA withdrawal Austria Finland Sweden","withdrawal",0,0,1994,,"English",7,"Europe",0,,100,438,352,578,756,40,246,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sweden","Norway",752,578,"149_1",149,"Bulgaria EFTA withdrawal Austria Finland Sweden","withdrawal",0,0,1994,,"English",7,"Europe",0,,100,438,352,578,756,40,246,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sweden","Switzerland",752,756,"149_1",149,"Bulgaria EFTA withdrawal Austria Finland Sweden","withdrawal",0,0,1994,,"English",7,"Europe",0,,100,438,352,578,756,40,246,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"United Kingdom","Antigua & Barbuda",826,28,"181_1",181,"Cariforum EC EPA withdrawal UK","withdrawal",0,0,2020,2020,"English",7,"Intercontinental",,,40,56,100,191,196,203,208,233,246,250,276,300,348,372,380,428,440,442,470,528,616,620,642,703,705,724,752,826,28,44,52,84,212,214,308,328,388,659,662,670,740,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"United Kingdom","Austria",826,40,"181_1",181,"Cariforum EC EPA withdrawal UK","withdrawal",0,0,2020,2020,"English",7,"Intercontinental",,,40,56,100,191,196,203,208,233,246,250,276,300,348,372,380,428,440,442,470,528,616,620,642,703,705,724,752,826,28,44,52,84,212,214,308,328,388,659,662,670,740,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"United Kingdom","Bahamas",826,44,"181_1",181,"Cariforum EC EPA withdrawal UK","withdrawal",0,0,2020,2020,"English",7,"Intercontinental",,,40,56,100,191,196,203,208,233,246,250,276,300,348,372,380,428,440,442,470,528,616,620,642,703,705,724,752,826,28,44,52,84,212,214,308,328,388,659,662,670,740,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"United Kingdom","Barbados",826,52,"181_1",181,"Cariforum EC EPA withdrawal UK","withdrawal",0,0,2020,2020,"English",7,"Intercontinental",,,40,56,100,191,196,203,208,233,246,250,276,300,348,372,380,428,440,442,470,528,616,620,642,703,705,724,752,826,28,44,52,84,212,214,308,328,388,659,662,670,740,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"United Kingdom","Belgium",826,56,"181_1",181,"Cariforum EC EPA withdrawal UK","withdrawal",0,0,2020,2020,"English",7,"Intercontinental",,,40,56,100,191,196,203,208,233,246,250,276,300,348,372,380,428,440,442,470,528,616,620,642,703,705,724,752,826,28,44,52,84,212,214,308,328,388,659,662,670,740,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"United Kingdom","Belize",826,84,"181_1",181,"Cariforum EC EPA withdrawal UK","withdrawal",0,0,2020,2020,"English",7,"Intercontinental",,,40,56,100,191,196,203,208,233,246,250,276,300,348,372,380,428,440,442,470,528,616,620,642,703,705,724,752,826,28,44,52,84,212,214,308,328,388,659,662,670,740,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"United Kingdom","Bulgaria",826,100,"181_1",181,"Cariforum EC EPA withdrawal UK","withdrawal",0,0,2020,2020,"English",7,"Intercontinental",,,40,56,100,191,196,203,208,233,246,250,276,300,348,372,380,428,440,442,470,528,616,620,642,703,705,724,752,826,28,44,52,84,212,214,308,328,388,659,662,670,740,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"United Kingdom","Croatia",826,191,"181_1",181,"Cariforum EC EPA withdrawal UK","withdrawal",0,0,2020,2020,"English",7,"Intercontinental",,,40,56,100,191,196,203,208,233,246,250,276,300,348,372,380,428,440,442,470,528,616,620,642,703,705,724,752,826,28,44,52,84,212,214,308,328,388,659,662,670,740,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"United Kingdom","Cyprus",826,196,"181_1",181,"Cariforum EC EPA withdrawal UK","withdrawal",0,0,2020,2020,"English",7,"Intercontinental",,,40,56,100,191,196,203,208,233,246,250,276,300,348,372,380,428,440,442,470,528,616,620,642,703,705,724,752,826,28,44,52,84,212,214,308,328,388,659,662,670,740,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
