country_name,treaty_id,treaty_name,action_type,action_date,signature_date,treaty_open_year,mtdsg_no,source_url
Japan,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2005-01-24,2002-05-10,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Jordan,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2006-12-04,2000-09-06,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Kazakhstan,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2001-08-24,2000-09-06,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Kenya,crc_op_sc,Optional Protocol to the CRC on sale of children,,,2000-09-08,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Kiribati,crc_op_sc,Optional Protocol to the CRC on sale of children,Accession,2015-09-16,,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Kuwait,crc_op_sc,Optional Protocol to the CRC on sale of children,Accession,2004-08-26,,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Kyrgyzstan,crc_op_sc,Optional Protocol to the CRC on sale of children,Accession,2003-02-12,,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Lao People's Democratic Republic,crc_op_sc,Optional Protocol to the CRC on sale of children,Accession,2006-09-20,,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Latvia,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2006-02-22,2002-02-01,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Lebanon,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2004-11-08,2001-10-10,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Lesotho,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2003-09-24,2000-09-06,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Liberia,crc_op_sc,Optional Protocol to the CRC on sale of children,,,2004-09-22,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Libya,crc_op_sc,Optional Protocol to the CRC on sale of children,Accession,2004-06-18,,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Liechtenstein,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2013-01-30,2000-09-08,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Lithuania,crc_op_sc,Optional Protocol to the CRC on sale of children,Accession,2004-08-05,,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Luxembourg,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2011-09-02,2000-09-08,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Madagascar,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2004-09-22,2000-09-07,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Malawi,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2009-10-07,2000-09-07,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Malaysia,crc_op_sc,Optional Protocol to the CRC on sale of children,Accession,2012-04-12,,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Maldives,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2002-05-10,2002-05-10,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Mali,crc_op_sc,Optional Protocol to the CRC on sale of children,Accession,2002-05-16,,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Malta,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2010-09-28,2000-09-07,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Marshall Islands,crc_op_sc,Optional Protocol to the CRC on sale of children,Accession,2019-01-29,,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Mauritania,crc_op_sc,Optional Protocol to the CRC on sale of children,Accession,2007-04-23,,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Mauritius,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2011-06-14,2001-11-11,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Mexico,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2002-03-15,2000-09-07,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Micronesia (Federated States of),crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2012-04-23,2002-05-08,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Monaco,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2008-09-24,2000-06-26,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Mongolia,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2003-06-27,2001-11-12,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Montenegro,crc_op_sc,Optional Protocol to the CRC on sale of children,Succession,2006-10-23,,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Morocco,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2001-10-02,2000-09-08,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Mozambique,crc_op_sc,Optional Protocol to the CRC on sale of children,Accession,2003-03-06,,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Myanmar,crc_op_sc,Optional Protocol to the CRC on sale of children,Accession,2012-01-16,,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Namibia,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2002-04-16,2000-09-08,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Nauru,crc_op_sc,Optional Protocol to the CRC on sale of children,,,2000-09-08,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Nepal,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2006-01-20,2000-09-08,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Netherlands (Kingdom of the),crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2005-08-23,2000-09-07,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
New Zealand,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2011-09-20,2000-09-07,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Nicaragua,crc_op_sc,Optional Protocol to the CRC on sale of children,Accession,2004-12-02,,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Niger,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2004-10-26,2002-03-27,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Nigeria,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2010-09-27,2000-09-08,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
North Macedonia,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2003-10-17,2001-07-17,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Norway,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2001-10-02,2000-06-13,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Oman,crc_op_sc,Optional Protocol to the CRC on sale of children,Accession,2004-09-17,,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Pakistan,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2011-07-05,2001-09-26,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Panama,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2001-02-09,2000-10-31,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Paraguay,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2003-08-18,2000-09-13,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Peru,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2002-05-08,2000-11-01,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Philippines,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2002-05-28,2000-09-08,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Poland,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2005-02-04,2002-02-13,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Portugal,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2003-05-16,2000-09-06,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Qatar,crc_op_sc,Optional Protocol to the CRC on sale of children,Accession,2001-12-14,,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Republic of Korea,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2004-09-24,2000-09-06,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Republic of Moldova,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2007-04-12,2002-02-08,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Romania,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2001-10-18,2000-09-06,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Russian Federation,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2013-09-24,2012-09-26,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Rwanda,crc_op_sc,Optional Protocol to the CRC on sale of children,Accession,2002-03-14,,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Samoa,crc_op_sc,Optional Protocol to the CRC on sale of children,Accession,2016-04-29,,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
San Marino,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2011-09-26,2000-06-05,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Saudi Arabia,crc_op_sc,Optional Protocol to the CRC on sale of children,Accession,2010-08-18,,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Senegal,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2003-11-05,2000-09-08,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Serbia,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2002-10-10,2001-10-08,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Seychelles,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2012-12-11,2001-01-23,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Sierra Leone,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2001-09-17,2000-09-08,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Singapore,crc_op_sc,Optional Protocol to the CRC on sale of children,,,2025-11-25,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Slovakia,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2004-06-25,2001-11-30,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Slovenia,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2004-09-23,2000-09-08,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Solomon Islands,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2022-05-05,2009-09-24,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
South Africa,crc_op_sc,Optional Protocol to the CRC on sale of children,Accession,2003-06-30,,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
South Sudan,crc_op_sc,Optional Protocol to the CRC on sale of children,Accession,2018-09-27,,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Spain,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2001-12-18,2000-09-06,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Sri Lanka,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2006-09-22,2002-05-08,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
St. Lucia,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2013-10-08,2011-09-22,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
St. Vincent and the Grenadines,crc_op_sc,Optional Protocol to the CRC on sale of children,Accession,2005-09-15,,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
State of Palestine,crc_op_sc,Optional Protocol to the CRC on sale of children,Accession,2017-12-29,,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Sudan,crc_op_sc,Optional Protocol to the CRC on sale of children,Accession,2004-11-02,,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Suriname,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2012-05-18,2002-05-10,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Sweden,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2007-01-19,2000-09-08,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Switzerland,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2006-09-19,2000-09-07,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Syrian Arab Republic,crc_op_sc,Optional Protocol to the CRC on sale of children,Accession,2003-05-15,,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Tajikistan,crc_op_sc,Optional Protocol to the CRC on sale of children,Accession,2002-08-05,,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Thailand,crc_op_sc,Optional Protocol to the CRC on sale of children,Accession,2006-01-11,,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Timor-Leste,crc_op_sc,Optional Protocol to the CRC on sale of children,Accession,2003-04-16,,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Togo,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2004-07-02,2001-11-15,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Tunisia,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2002-09-13,2002-04-22,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Türkiye,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2002-08-19,2000-09-08,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Turkmenistan,crc_op_sc,Optional Protocol to the CRC on sale of children,Accession,2005-03-28,,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Uganda,crc_op_sc,Optional Protocol to the CRC on sale of children,Accession,2001-11-30,,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Ukraine,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2003-07-03,2000-09-07,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
United Arab Emirates,crc_op_sc,Optional Protocol to the CRC on sale of children,Accession,2016-03-02,,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
United Kingdom of Great Britain and Northern Ireland,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2009-02-20,2000-09-07,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
United Republic of Tanzania,crc_op_sc,Optional Protocol to the CRC on sale of children,Accession,2003-04-24,,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
United States of America,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2002-12-23,2000-07-05,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Uruguay,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2003-07-03,2000-09-07,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Uzbekistan,crc_op_sc,Optional Protocol to the CRC on sale of children,Accession,2008-12-23,,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Vanuatu,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2007-05-17,2005-09-16,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Venezuela (Bolivarian Republic of),crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2002-05-08,2000-09-07,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Viet Nam,crc_op_sc,Optional Protocol to the CRC on sale of children,Ratification,2001-12-20,2000-09-08,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Yemen,crc_op_sc,Optional Protocol to the CRC on sale of children,Accession,2004-12-15,,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Zambia,crc_op_sc,Optional Protocol to the CRC on sale of children,,,2008-09-29,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Zimbabwe,crc_op_sc,Optional Protocol to the CRC on sale of children,Accession,2012-02-14,,2000,IV-11-c,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-c&chapter=4&clang=_en
Albania,crc_op_ic,Optional Protocol to the CRC on a communications procedure,Ratification,2013-05-29,2012-09-24,2011,IV-11-d,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-d&chapter=4&clang=_en
Andorra,crc_op_ic,Optional Protocol to the CRC on a communications procedure,Ratification,2014-09-25,2012-09-26,2011,IV-11-d,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-d&chapter=4&clang=_en
Argentina,crc_op_ic,Optional Protocol to the CRC on a communications procedure,Ratification,2015-04-14,2012-07-25,2011,IV-11-d,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-d&chapter=4&clang=_en
Armenia,crc_op_ic,Optional Protocol to the CRC on a communications procedure,Ratification,2021-03-24,2019-09-26,2011,IV-11-d,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-d&chapter=4&clang=_en
Austria,crc_op_ic,Optional Protocol to the CRC on a communications procedure,,,2012-02-28,2011,IV-11-d,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-d&chapter=4&clang=_en
Belgium,crc_op_ic,Optional Protocol to the CRC on a communications procedure,Ratification,2014-05-30,2012-02-28,2011,IV-11-d,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-d&chapter=4&clang=_en
Benin,crc_op_ic,Optional Protocol to the CRC on a communications procedure,Ratification,2019-08-19,2013-09-24,2011,IV-11-d,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-d&chapter=4&clang=_en
Bolivia (Plurinational State of),crc_op_ic,Optional Protocol to the CRC on a communications procedure,Accession,2013-04-02,,2011,IV-11-d,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-d&chapter=4&clang=_en
Bosnia and Herzegovina,crc_op_ic,Optional Protocol to the CRC on a communications procedure,Ratification,2018-05-17,2017-07-11,2011,IV-11-d,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-d&chapter=4&clang=_en
Brazil,crc_op_ic,Optional Protocol to the CRC on a communications procedure,Ratification,2017-09-29,2012-02-28,2011,IV-11-d,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-d&chapter=4&clang=_en
Burkina Faso,crc_op_ic,Optional Protocol to the CRC on a communications procedure,,,2024-09-25,2011,IV-11-d,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-d&chapter=4&clang=_en
Cabo Verde,crc_op_ic,Optional Protocol to the CRC on a communications procedure,,,2012-09-24,2011,IV-11-d,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-d&chapter=4&clang=_en
Chile,crc_op_ic,Optional Protocol to the CRC on a communications procedure,Ratification,2015-09-01,2012-02-28,2011,IV-11-d,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-d&chapter=4&clang=_en
Costa Rica,crc_op_ic,Optional Protocol to the CRC on a communications procedure,Ratification,2014-01-14,2012-02-28,2011,IV-11-d,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-d&chapter=4&clang=_en
Côte d'Ivoire,crc_op_ic,Optional Protocol to the CRC on a communications procedure,,,2013-09-24,2011,IV-11-d,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-d&chapter=4&clang=_en
Croatia,crc_op_ic,Optional Protocol to the CRC on a communications procedure,Ratification,2017-04-18,2013-12-27,2011,IV-11-d,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-d&chapter=4&clang=_en
Cyprus,crc_op_ic,Optional Protocol to the CRC on a communications procedure,Ratification,2017-09-11,2012-07-27,2011,IV-11-d,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-11-d&chapter=4&clang=_en
