country_iso3,period,ideal_point
TTO,1990-1994,0
TUN,1990-1994,0
TUR,1990-1994,0
TUV,1990-1994,0
TZA,1990-1994,0
UGA,1990-1994,0
UKR,1990-1994,0
URY,1990-1994,-0.43345567951702185
USA,1990-1994,0
UZB,1990-1994,0.5113188887696944
VAT,1990-1994,0
VCT,1990-1994,0
VEN,1990-1994,0
VNM,1990-1994,0
VUT,1990-1994,0
WSM,1990-1994,0
YEM,1990-1994,0
ZAF,1990-1994,0
ZMB,1990-1994,0
ZWE,1990-1994,0
AFG,1995-1999,0
AGO,1995-1999,0
ALB,1995-1999,-0.4662590881066827
AND,1995-1999,0.18912331969303617
ARE,1995-1999,0
ARG,1995-1999,-1.0281605371396707
ARM,1995-1999,1.0075240615963545
ATG,1995-1999,-0.38172936390672924
AUS,1995-1999,-1.472528780978041
AUT,1995-1999,-1.4512566987668905
AZE,1995-1999,0.5233188922140461
BDI,1995-1999,0.4644263387536647
BEL,1995-1999,-1.4896223237485433
BEN,1995-1999,0.127838735334169
BFA,1995-1999,-0.9639062591865061
BGD,1995-1999,0.7118209433925184
BGR,1995-1999,-1.472528780978041
BHR,1995-1999,0.9158908548930356
BHS,1995-1999,-0.045153606791737334
BIH,1995-1999,-0.5475429171639856
BLR,1995-1999,0.5669734043209939
BLZ,1995-1999,-0.05488725654117102
BOL,1995-1999,-0.37518813897864695
BRA,1995-1999,-0.272506440631295
BRB,1995-1999,0.33370707739091826
BRN,1995-1999,1.0289108822374864
BTN,1995-1999,0
BWA,1995-1999,0.43261920962568445
CAF,1995-1999,0
CAN,1995-1999,-0.5425223518185734
CHE,1995-1999,-1.007249446996682
CHL,1995-1999,0.12830972038640198
CHN,1995-1999,0.537045045872054
CIV,1995-1999,0.2737386458114326
CMR,1995-1999,0.3607398184099216
COD,1995-1999,0
COG,1995-1999,0
COK,1995-1999,0.572014695649661
COL,1995-1999,0
COM,1995-1999,0
CPV,1995-1999,0.4240857902527764
CRI,1995-1999,-0.6868810158066502
CUB,1995-1999,0.7805600249891582
CYP,1995-1999,0.637254490871864
CZE,1995-1999,-1.0481546453004686
DEU,1995-1999,-1.3073962248506175
DJI,1995-1999,0.4982491443254996
DMA,1995-1999,0.5716102521083954
DNK,1995-1999,-1.3667554057530156
DOM,1995-1999,0
DZA,1995-1999,0.8756515549638497
ECU,1995-1999,-0.1826227888685475
ERI,1995-1999,0
ESP,1995-1999,-1.60296076668895
EST,1995-1999,-0.5417384571066735
ETH,1995-1999,0.8981566547910043
FIN,1995-1999,-0.5417384571066735
FJI,1995-1999,-0.450958073389218
FRA,1995-1999,-1.4896223237485433
FSM,1995-1999,0.46034395465170125
GAB,1995-1999,0
GBR,1995-1999,-1.3667554057530156
GEO,1995-1999,0.5075768651487361
GHA,1995-1999,0.38823662625138433
GIN,1995-1999,-0.3646254291448812
GMB,1995-1999,0.9166745677807633
GNB,1995-1999,0
GNQ,1995-1999,0.5821786125177936
GRC,1995-1999,-0.3643837353249574
GRD,1995-1999,-0.9526963021912029
GTM,1995-1999,-0.15825380568216257
GUY,1995-1999,-0.08766673104881362
HND,1995-1999,-0.10788769733807978
HRV,1995-1999,-1.028174636686632
HTI,1995-1999,0
HUN,1995-1999,-1.3667554057530156
IDN,1995-1999,1.0289108822374864
IND,1995-1999,0.8557614010762129
IRL,1995-1999,-1.2042717084308288
IRN,1995-1999,1.1043611091833778
IRQ,1995-1999,0
ISL,1995-1999,-0.42707825590913007
ISR,1995-1999,-1.6993168802689156
ITA,1995-1999,-1.3667554057530156
JAM,1995-1999,-0.2937792095119448
JOR,1995-1999,-0.03087452313357808
JPN,1995-1999,-1.4896223237485433
KAZ,1995-1999,0
KEN,1995-1999,0.807070384322644
KGZ,1995-1999,0
KHM,1995-1999,0.4088309644669225
KIR,1995-1999,0
KNA,1995-1999,-0.32997271777306786
KOR,1995-1999,-0.19754337795322405
KWT,1995-1999,0.8127391785272913
LAO,1995-1999,0.48089382118928226
LBN,1995-1999,0
LBR,1995-1999,0.1065693650883126
LBY,1995-1999,0
LCA,1995-1999,-0.07207485273250587
LIE,1995-1999,-0.9639062591865061
LKA,1995-1999,0.38802265169127825
LSO,1995-1999,-0.6365954325066769
LTU,1995-1999,-0.15151798349609413
LUX,1995-1999,-1.2042717084308288
LVA,1995-1999,-0.08489084898960919
MAR,1995-1999,0.9158908548930356
MCO,1995-1999,-0.5261570805047727
MDA,1995-1999,0.13940139538029028
MDG,1995-1999,0.31227251348304774
MDV,1995-1999,0.7610430568722459
MEX,1995-1999,-1.598778466620658
MHL,1995-1999,0
MKD,1995-1999,-0.7915609000689732
MLI,1995-1999,-0.8810956415293694
MLT,1995-1999,-0.6668381649928061
MMR,1995-1999,0
MNE,1995-1999,0
MNG,1995-1999,0.46034395465170125
MOZ,1995-1999,0.03224588391170885
MRT,1995-1999,0.2737386458114326
MUS,1995-1999,0.2811998272140413
MWI,1995-1999,0.057763098947115905
MYS,1995-1999,0.554139040241997
NAM,1995-1999,0.3217066458792032
NER,1995-1999,-0.35672843928961706
NGA,1995-1999,0.2456714719515499
NIC,1995-1999,-0.2570224547165241
NIU,1995-1999,0.5261413002168636
NLD,1995-1999,-1.3667554057530156
NOR,1995-1999,-1.60296076668895
NPL,1995-1999,1.1043611091833778
NRU,1995-1999,0
NZL,1995-1999,1.427050279627068
OMN,1995-1999,0.9015874329923457
PAK,1995-1999,1.1043611091833778
PAN,1995-1999,-1.3667554057530156
PER,1995-1999,-0.7368660911276597
PHL,1995-1999,0.807070384322644
PLW,1995-1999,0
PNG,1995-1999,0.9941458929228343
POL,1995-1999,-0.28631932676220956
PRT,1995-1999,-0.690623603816246
PRY,1995-1999,-0.1330775807843699
PSE,1995-1999,0
QAT,1995-1999,-0.03087452313357808
ROU,1995-1999,-0.6368263346447158
RUS,1995-1999,0.8557614010762129
RWA,1995-1999,0
SAU,1995-1999,1.1043611091833778
SDN,1995-1999,0.807070384322644
SEN,1995-1999,-0.8810956415293694
SGP,1995-1999,0.9158908548930356
SLB,1995-1999,0.6476743778983246
SLE,1995-1999,0
SLV,1995-1999,-1.0915478593028243
SMR,1995-1999,-0.19191659824630808
SOM,1995-1999,0
SRB,1995-1999,0
SSD,1995-1999,0
STP,1995-1999,0
SUR,1995-1999,0.7270251434302604
SVK,1995-1999,-1.0553640021673678
SVN,1995-1999,-1.1625984886827798
SWE,1995-1999,-1.472528780978041
SWZ,1995-1999,0.2018909884439964
SYC,1995-1999,0.21504730948167203
SYR,1995-1999,0
TCD,1995-1999,0.05993282498550729
TGO,1995-1999,0.2737386458114326
THA,1995-1999,0.6375437597501048
TJK,1995-1999,-0.03087452313357808
TKM,1995-1999,-0.09788409789065322
TLS,1995-1999,0
TON,1995-1999,0
TTO,1995-1999,-0.3646254291448812
TUN,1995-1999,-0.1826227888685475
TUR,1995-1999,0.5669734043209939
TUV,1995-1999,0
TZA,1995-1999,0.807070384322644
UGA,1995-1999,0.4645245992279046
UKR,1995-1999,0.6659630582515793
URY,1995-1999,-0.46232708689509705
USA,1995-1999,0.8557614010762129
UZB,1995-1999,0.5479017656611855
VAT,1995-1999,-0.5443114510883011
VCT,1995-1999,0.05495012187857151
VEN,1995-1999,0.40328832880336246
VNM,1995-1999,1.0117424367614718
VUT,1995-1999,0
WSM,1995-1999,-0.4126297558128787
YEM,1995-1999,0.6476743778983246
ZAF,1995-1999,-0.700257674050439
ZMB,1995-1999,0
ZWE,1995-1999,0.5821786125177936
AFG,2000-2004,0.043146767179171173
AGO,2000-2004,0.6273970940438575
ALB,2000-2004,-0.5657342527322138
AND,2000-2004,0.2116485443740315
ARE,2000-2004,0.640605946682905
ARG,2000-2004,-1.0657608034221449
ARM,2000-2004,1.0625069587514528
ATG,2000-2004,-0.4235428252982571
AUS,2000-2004,-1.544091466320438
AUT,2000-2004,-1.5416285116889052
AZE,2000-2004,0.5932153597020673
BDI,2000-2004,0.4591350452364401
BEL,2000-2004,-1.5792117185814076
BEN,2000-2004,0.15046956061950717
BFA,2000-2004,-1.0644041065991228
BGD,2000-2004,0.7341382526325397
BGR,2000-2004,-1.544091466320438
BHR,2000-2004,0.9607891451885866
BHS,2000-2004,-0.04900991590276685
BIH,2000-2004,-0.6097661686582203
BLR,2000-2004,0.5731563358943098
BLZ,2000-2004,-0.059837758444646005
BOL,2000-2004,-0.33787856156920504
BRA,2000-2004,-0.22328396893823566
BRB,2000-2004,0.3724932796599787
BRN,2000-2004,1.0862437588185394
BTN,2000-2004,0
BWA,2000-2004,0.42376076172117216
CAF,2000-2004,0.390616709644361
CAN,2000-2004,-0.5333039834752894
CHE,2000-2004,-1.0424722878649397
CHL,2000-2004,0.07362598442605373
CHN,2000-2004,0.5398772037998703
CIV,2000-2004,0.24700225126001937
CMR,2000-2004,0.3438062210754601
COD,2000-2004,0.44701144540863375
COG,2000-2004,0.15393392100156428
COK,2000-2004,0.5861387128279538
COL,2000-2004,0.2510826080102229
COM,2000-2004,0.22805387899758947
CPV,2000-2004,0.4072874623879062
CRI,2000-2004,-0.7560988694361812
CUB,2000-2004,0.81050090729167
CYP,2000-2004,0.6512777305533207
CZE,2000-2004,-1.094722815886846
DEU,2000-2004,-1.3611513100558525
DJI,2000-2004,0.5555161872763623
DMA,2000-2004,0.6237858131169123
DNK,2000-2004,-1.442583831623688
DOM,2000-2004,-0.5949867921673405
DZA,2000-2004,0.9015307660319279
ECU,2000-2004,-0.19495481576691462
ERI,2000-2004,0.5135824853060714
ESP,2000-2004,-1.6885080382135564
EST,2000-2004,-0.5908329278867989
ETH,2000-2004,0.9411023760134842
FIN,2000-2004,-0.5908329278867989
FJI,2000-2004,-0.41069748294741304
FRA,2000-2004,-1.5792117185814076
FSM,2000-2004,0.5297743501779377
GAB,2000-2004,0.5135824853060714
GBR,2000-2004,-1.442583831623688
GEO,2000-2004,0.5071179308809968
GHA,2000-2004,0.37439476294714646
GIN,2000-2004,-0.3974797686664477
GMB,2000-2004,0.9616621448632646
GNB,2000-2004,-0.2910429500094539
GNQ,2000-2004,0.6558362312407795
GRC,2000-2004,-0.3811547737749209
GRD,2000-2004,-0.9887796575971499
GTM,2000-2004,-0.17485573523783352
GUY,2000-2004,-0.1554351747157542
HND,2000-2004,-0.11881155537580407
HRV,2000-2004,-1.142710029929996
HTI,2000-2004,0
HUN,2000-2004,-1.442583831623688
IDN,2000-2004,1.0862437588185394
IND,2000-2004,0.8940221590342442
IRL,2000-2004,-1.2618078772831742
IRN,2000-2004,1.169960735597966
IRQ,2000-2004,0
ISL,2000-2004,-0.4669763816873531
ISR,2000-2004,-1.5346769667455353
ITA,2000-2004,-1.442583831623688
JAM,2000-2004,-0.32566849473898984
JOR,2000-2004,0.04650975165292143
JPN,2000-2004,-1.5792117185814076
KAZ,2000-2004,0.4420035704487678
KEN,2000-2004,0.8399500208910728
KGZ,2000-2004,0.640605946682905
KHM,2000-2004,0.4560570407641487
KIR,2000-2004,0.5135824853060714
KNA,2000-2004,-0.3659457281619907
KOR,2000-2004,-0.20593031205323142
KWT,2000-2004,0.8462453897595937
LAO,2000-2004,0.4774450529371199
LBN,2000-2004,0
LBR,2000-2004,0.11980475651615478
LBY,2000-2004,0.640605946682905
LCA,2000-2004,-0.08262721538333441
LIE,2000-2004,-1.0644041065991228
LKA,2000-2004,0.3823074579671427
LSO,2000-2004,-0.6169382787536742
LTU,2000-2004,-0.22658999021781515
LUX,2000-2004,-1.2618078772831742
LVA,2000-2004,-0.16296864504093236
MAR,2000-2004,0.9607891451885866
MCO,2000-2004,-0.5062967489784295
MDA,2000-2004,0.09747152429538597
MDG,2000-2004,0.34864987697079325
MDV,2000-2004,0.795406689465672
MEX,2000-2004,-1.6838777250551074
MHL,2000-2004,0.7480461342317364
MKD,2000-2004,-0.8725968085655775
MLI,2000-2004,-0.9019554412966986
MLT,2000-2004,-0.80133996274646635
MMR,2000-2004,0
MNE,2000-2004,0
MNG,2000-2004,0.5297743501779377
MOZ,2000-2004,0.03711181689727894
MRT,2000-2004,0.24700225126001937
MUS,2000-2004,0.3296801421576414
MWI,2000-2004,0.07250594683165293
MYS,2000-2004,0.6176781832213786
NAM,2000-2004,0.36613240695674143
NER,2000-2004,-0.39819874796085747
NGA,2000-2004,0.21576366592848267
NIC,2000-2004,-0.27774039889530144
NIU,2000-2004,0.5865385942094533
NLD,2000-2004,-1.442583831623688
NOR,2000-2004,-1.6885080382135564
NPL,2000-2004,1.169960735597966
NRU,2000-2004,0.08034198574911011
NZL,2000-2004,1.272581537256668
OMN,2000-2004,0.9449106939359926
PAK,2000-2004,1.169960735597966
PAN,2000-2004,-1.442583831623688
PER,2000-2004,-0.7412313192886573
PHL,2000-2004,0.8399500208910728
PLW,2000-2004,0.6506744478253563
PNG,2000-2004,1.047660021238232
POL,2000-2004,-0.30520686871728975
PRT,2000-2004,-0.7602644592786533
PRY,2000-2004,-0.12946099882486262
PSE,2000-2004,0
QAT,2000-2004,0.04650975165292143
ROU,2000-2004,-0.6971585149339007
RUS,2000-2004,0.8940221590342442
RWA,2000-2004,0.42057935371141036
SAU,2000-2004,1.169960735597966
SDN,2000-2004,0.8399500208910728
SEN,2000-2004,-0.9019554412966986
SGP,2000-2004,0.9607891451885866
SLB,2000-2004,0.7217018549216512
SLE,2000-2004,-1.2481173381118054
SLV,2000-2004,-1.1363360227531687
SMR,2000-2004,-0.20529446773227203
SOM,2000-2004,0
SRB,2000-2004,-0.7183730006161164
SSD,2000-2004,0
STP,2000-2004,0.7325135143714901
SUR,2000-2004,0.7510323031056312
SVK,2000-2004,-1.102722584342537
SVN,2000-2004,-1.221664944408918
SWE,2000-2004,-1.544091466320438
SWZ,2000-2004,0.2328492509531912
SYC,2000-2004,0.19056784851394626
SYR,2000-2004,0
TCD,2000-2004,0.0679166224139319
TGO,2000-2004,0.24700225126001937
THA,2000-2004,0.7104380453095008
TJK,2000-2004,0.04650975165292143
TKM,2000-2004,-0.018114572178418387
TLS,2000-2004,0.7325135143714901
TON,2000-2004,0.860511340931633
TTO,2000-2004,-0.3974797686664477
TUN,2000-2004,-0.19495481576691462
TUR,2000-2004,0.5731563358943098
TUV,2000-2004,0.6425084276036144
TZA,2000-2004,0.8399500208910728
UGA,2000-2004,0.5180054409779913
UKR,2000-2004,0.6831802209358556
URY,2000-2004,-0.5613643287573612
USA,2000-2004,0.8940221590342442
UZB,2000-2004,0.6144556326476003
VAT,2000-2004,-0.5974380600428559
VCT,2000-2004,-0.0035738468714966443
VEN,2000-2004,0.45687699296997697
VNM,2000-2004,1.0671894170815686
VUT,2000-2004,0
WSM,2000-2004,-0.45793014760509154
YEM,2000-2004,0.7217018549216512
ZAF,2000-2004,-0.7004266274915529
ZMB,2000-2004,-0.19863107539027697
ZWE,2000-2004,0.6558362312407795
AFG,2005-2009,0.04857710582667421
AGO,2005-2009,0.6801013072995402
ALB,2005-2009,-0.6671000201100361
AND,2005-2009,0.21064580520376852
ARE,2005-2009,0.6903542937388525
ARG,2005-2009,-1.0591617017653407
ARM,2005-2009,1.0951543969420734
ATG,2005-2009,-0.4862013689476237
AUS,2005-2009,-1.5778304206768146
AUT,2005-2009,-1.594143467083501
AZE,2005-2009,0.644204494403849
BDI,2005-2009,0.44198799261400556
BEL,2005-2009,-1.6314347982517035
BEN,2005-2009,0.17157726861109893
BFA,2005-2009,-1.1122523620631861
BGD,2005-2009,0.7667781812899703
BGR,2005-2009,-1.5778304206768146
BHR,2005-2009,1.002425557303695
BHS,2005-2009,-0.07008173695211678
BIH,2005-2009,-0.70057381071352
BLR,2005-2009,0.5883156810122427
BLZ,2005-2009,-0.07090417690868864
BOL,2005-2009,-0.31568005567369345
BRA,2005-2009,-0.18819077311833002
BRB,2005-2009,0.39782893235261185
BRN,2005-2009,1.1214226513045564
BTN,2005-2009,0.6407804176530489
BWA,2005-2009,0.42258749725696326
CAF,2005-2009,0.4197069179496409
CAN,2005-2009,-0.4725133893682375
CHE,2005-2009,-1.0331780134046595
CHL,2005-2009,0.02344402631666792
CHN,2005-2009,0.5915285697036861
CIV,2005-2009,0.22637210091967175
CMR,2005-2009,0.31400009380239907
COD,2005-2009,0.5015849626319101
COG,2005-2009,0.1593112997902835
COK,2005-2009,0.574084455507064
COL,2005-2009,0.25752320706559084
COM,2005-2009,0.2408674242781345
CPV,2005-2009,0.3755285436322372
CRI,2005-2009,-0.8354958572342435
CUB,2005-2009,0.816126217612369
CYP,2005-2009,0.6749373442727377
CZE,2005-2009,-1.1634827642699954
DEU,2005-2009,-1.439831306035197
DJI,2005-2009,0.6008590405746197
DMA,2005-2009,0.6558847673524444
DNK,2005-2009,-1.479256338331821
DOM,2005-2009,-0.6653399151195624
DZA,2005-2009,0.9390839550837042
ECU,2005-2009,-0.2119323678049916
ERI,2005-2009,0.5660994959534376
ESP,2005-2009,-1.7381055270645231
EST,2005-2009,-0.59832879184363
ETH,2005-2009,0.9761753301788949
FIN,2005-2009,-0.59832879184363
FJI,2005-2009,-0.38618411427585797
FRA,2005-2009,-1.6314347982517035
FSM,2005-2009,0.5824412407147956
GAB,2005-2009,0.5660994959534376
GBR,2005-2009,-1.479256338331821
GEO,2005-2009,0.4996508763592482
GHA,2005-2009,0.3479526318007651
GIN,2005-2009,-0.45679688467899343
GMB,2005-2009,0.9989370103408733
GNB,2005-2009,-0.3305326875980489
GNQ,2005-2009,0.712286618728307
GRC,2005-2009,-0.3377502056778288
GRD,2005-2009,-1.0402418000366818
GTM,2005-2009,-0.21851905396109483
GUY,2005-2009,-0.22090851215940377
HND,2005-2009,-0.12773858561313123
HRV,2005-2009,-1.2057277945182316
HTI,2005-2009,0.5190493451719465
HUN,2005-2009,-1.479256338331821
IDN,2005-2009,1.1214226513045564
IND,2005-2009,0.9086358333984982
IRL,2005-2009,-1.343235426016876
IRN,2005-2009,1.2140320217474159
IRQ,2005-2009,-0.033136162758230225
ISL,2005-2009,-0.5141321251091804
ISR,2005-2009,-1.4129504807346815
ITA,2005-2009,-1.479256338331821
JAM,2005-2009,-0.3661987533187436
JOR,2005-2009,0.11197468713094139
JPN,2005-2009,-1.6314347982517035
KAZ,2005-2009,0.47195989143578587
KEN,2005-2009,0.8840114986127625
KGZ,2005-2009,0.6903542937388525
KHM,2005-2009,0.5103868920787633
KIR,2005-2009,0.5660994959534376
KNA,2005-2009,-0.4308354376496105
KOR,2005-2009,-0.16700412553151386
KWT,2005-2009,0.8755803629520698
LAO,2005-2009,0.46672831942203297
LBN,2005-2009,0.012634647862966655
LBR,2005-2009,0.11737502207842554
LBY,2005-2009,0.6903542937388525
LCA,2005-2009,-0.09678712483012877
LIE,2005-2009,-1.1122523620631861
LKA,2005-2009,0.42281567115745566
LSO,2005-2009,-0.6148810847851097
LTU,2005-2009,-0.24544463208899633
LUX,2005-2009,-1.343235426016876
LVA,2005-2009,-0.18381305857727387
MAR,2005-2009,1.002425557303695
MCO,2005-2009,-0.5030319948888309
MDA,2005-2009,0.040409946097286875
MDG,2005-2009,0.36268422937563694
MDV,2005-2009,0.8405926413974236
MEX,2005-2009,-1.7329671893382084
MHL,2005-2009,0.788619573025541
MKD,2005-2009,-0.9650308701133803
MLI,2005-2009,-0.9431064124141517
MLT,2005-2009,-0.8731202992776682
MMR,2005-2009,0
MNE,2005-2009,-0.9167484951730865
MNG,2005-2009,0.5824412407147956
MOZ,2005-2009,0.016890462421900704
MRT,2005-2009,0.22637210091967175
MUS,2005-2009,0.3583168541361252
MWI,2005-2009,0.0651807026416458
MYS,2005-2009,0.6610914914126405
NAM,2005-2009,0.4108706121789576
NER,2005-2009,-0.44625174160325526
NGA,2005-2009,0.19167482212079512
NIC,2005-2009,-0.30388392803322273
NIU,2005-2009,0.6352640457403856
NLD,2005-2009,-1.479256338331821
NOR,2005-2009,-1.7381055270645231
NPL,2005-2009,1.2140320217474159
NRU,2005-2009,0.08950970798769886
NZL,2005-2009,1.114541916399518
OMN,2005-2009,0.9848489147174835
PAK,2005-2009,1.2140320217474159
PAN,2005-2009,-1.479256338331821
PER,2005-2009,-0.7643512045582742
PHL,2005-2009,0.8840114986127625
PLW,2005-2009,0.6815757325589327
PNG,2005-2009,1.094122474053605
POL,2005-2009,-0.3479056484303388
PRT,2005-2009,-0.840127983614823
PRY,2005-2009,-0.12988021700682711
PSE,2005-2009,0
QAT,2005-2009,0.11197468713094139
ROU,2005-2009,-0.7019395887918597
RUS,2005-2009,0.9086358333984982
RWA,2005-2009,0.4638199846909522
SAU,2005-2009,1.2140320217474159
SDN,2005-2009,0.8840114986127625
SEN,2005-2009,-0.9431064124141517
SGP,2005-2009,1.002425557303695
SLB,2005-2009,0.7764229980787727
SLE,2005-2009,-1.3084875225999282
SLV,2005-2009,-1.2037349493053993
SMR,2005-2009,-0.22341342469218506
SOM,2005-2009,0
SRB,2005-2009,-0.7224984221016181
SSD,2005-2009,0
STP,2005-2009,0.7869533151086177
SUR,2005-2009,0.7656490847315638
SVK,2005-2009,-1.1063828815186625
SVN,2005-2009,-1.3042099231987592
SWE,2005-2009,-1.5778304206768146
SWZ,2005-2009,0.24314158647329626
SYC,2005-2009,0.17167807598888427
SYR,2005-2009,0
TCD,2005-2009,0.05109257652694654
TGO,2005-2009,0.22637210091967175
THA,2005-2009,0.7639402225627905
TJK,2005-2009,0.11197468713094139
TKM,2005-2009,0.04921811111070096
TLS,2005-2009,0.7869533151086177
TON,2005-2009,0.9122349104757637
TTO,2005-2009,-0.45679688467899343
TUN,2005-2009,-0.2119323678049916
TUR,2005-2009,0.5883156810122427
TUV,2005-2009,0.672596953672985
TZA,2005-2009,0.8840114986127625
UGA,2005-2009,0.570404576946145
UKR,2005-2009,0.6948883226094666
URY,2005-2009,-0.6622456435190001
USA,2005-2009,0.9086358333984982
UZB,2005-2009,0.6648872762499238
VAT,2005-2009,-0.5910302499236024
VCT,2005-2009,-0.08090194628397784
VEN,2005-2009,0.5115253793321624
VNM,2005-2009,1.1003371308391712
VUT,2005-2009,0.5243407668912796
WSM,2005-2009,-0.5131747317194684
YEM,2005-2009,0.7764229980787727
ZAF,2005-2009,-0.7189693983555369
ZMB,2005-2009,-0.23742803700038909
ZWE,2005-2009,0.712286618728307
AFG,2010-2014,0.039836006245119376
AGO,2010-2014,0.7198201992113208
ALB,2010-2014,-0.7089480616507697
AND,2010-2014,0.2028052078625751
ARE,2010-2014,0.7295106337759291
ARG,2010-2014,-1.0628840664800738
ARM,2010-2014,1.1260834857824842
ATG,2010-2014,-0.5604847184799191
AUS,2010-2014,-1.6242935447126454
AUT,2010-2014,-1.6174583084807446
AZE,2010-2014,0.6843440699034912
BDI,2010-2014,0.4666586762002933
BEL,2010-2014,-1.6547077379817083
BEN,2010-2014,0.17924654541059235
BFA,2010-2014,-1.1706611588390092
BGD,2010-2014,0.789379951249927
BGR,2010-2014,-1.6242935447126454
BHR,2010-2014,1.035175115675535
BHS,2010-2014,-0.10004934358756616
BIH,2010-2014,-0.7701232224097402
BLR,2010-2014,0.6280589217648151
BLZ,2010-2014,-0.09686291569133698
BOL,2010-2014,-0.30988350861085917
BRA,2010-2014,-0.16870854805066504
BRB,2010-2014,0.4172008267444765
