country_iso3,period,ideal_point
NLD,1995-1999,-0.0026260069272879805
NOR,1995-1999,-0.023193938589796577
NPL,1995-1999,-0.00802379355014005
NRU,1995-1999,0
NZL,1995-1999,-0.010440546850013369
OMN,1995-1999,-0.01988938776454822
PAK,1995-1999,-0.003712555386000155
PAN,1995-1999,-0.034230340529216655
PER,1995-1999,0.18358812199325095
PHL,1995-1999,0.16934353741307673
PLW,1995-1999,0.006792578643218352
PNG,1995-1999,-0.056543903354463826
POL,1995-1999,0.002615528353437214
PRK,1995-1999,0.014332674471418361
PRT,1995-1999,0.0343954125911728
PYF,1995-1999,-0.004019665109582353
QAT,1995-1999,0.28532671962000505
REU,1995-1999,0.04139849382157233
ROU,1995-1999,-0.004296480924539744
RUS,1995-1999,0
RWA,1995-1999,-0.003783857437458517
SAU,1995-1999,6.822423150168506e-4
SDN,1995-1999,-0.015924624650215255
SEN,1995-1999,0.18929638274113075
SGP,1995-1999,-0.002942481520581259
SHN,1995-1999,0
SLB,1995-1999,-0.013291091743562767
SLE,1995-1999,-0.004000238485795175
SLV,1995-1999,-0.0040420766000728485
SMR,1995-1999,0.00666804015795749
SOM,1995-1999,-0.003783862135713845
SPM,1995-1999,-0.00404206576657068
SRB,1995-1999,0.15815372170661565
SSD,1995-1999,0.1699956296803713
STP,1995-1999,-0.0015669102644928915
SUR,1995-1999,0.009784175567388025
SVK,1995-1999,0.19443674724514406
SVN,1995-1999,0.010466569740475795
SWE,1995-1999,-0.007382715707344359
SWZ,1995-1999,0
SXM,1995-1999,-0.004120490923180049
SYC,1995-1999,0
SYR,1995-1999,-0.011242425417575428
TCD,1995-1999,-0.2274837071244673
TGO,1995-1999,0
THA,1995-1999,0.06021709964977028
TJK,1995-1999,0.035284487260446286
TKL,1995-1999,-0.007795883897573198
TKM,1995-1999,-0.03173173665500016
TLS,1995-1999,0
TON,1995-1999,0.05974075677484804
TTO,1995-1999,0.008208966393546402
TUN,1995-1999,-0.19019588220486486
TUR,1995-1999,-0.011921165072851762
TUV,1995-1999,-0.002944117237041236
TWN,1995-1999,-0.009939253632952392
TZA,1995-1999,0
UGA,1995-1999,0.0589582240816997
UKR,1995-1999,0
URY,1995-1999,-0.01173139224853613
USA,1995-1999,0.01819356901067781
VAT,1995-1999,-7.49502326406236e-4
VCT,1995-1999,-0.007933971118708397
VGB,1995-1999,-0.007411930417173881
VNM,1995-1999,0.14687956542169658
VUT,1995-1999,-0.0037521361943486883
WSM,1995-1999,-0.00972433880498225
ZAF,1995-1999,-0.007804301381994969
ABW,2000-2004,0.33735807701668463
AFG,2000-2004,0.10689008348414239
AGO,2000-2004,0.12892916288682907
AIA,2000-2004,0.04578557199416455
ALB,2000-2004,0.1047309359329009
AND,2000-2004,0.13336852894906323
ARE,2000-2004,0.127395945628993
ARG,2000-2004,0.13336852894906323
ARM,2000-2004,0.08930307319585079
ATG,2000-2004,0.1230746518936836
AUS,2000-2004,0.12622474199772674
AUT,2000-2004,0.12490086562140143
AZE,2000-2004,0.028522720584208457
BDI,2000-2004,0.11389718131946366
BEL,2000-2004,0.12346424908940044
BEN,2000-2004,0.10822467285406137
BFA,2000-2004,0.13222999793526646
BGD,2000-2004,0.02092721543898896
BGR,2000-2004,0.07014155662430333
BHR,2000-2004,0.12874408070511145
BHS,2000-2004,0.12268514240235301
BIH,2000-2004,0.13336852894906323
BLR,2000-2004,0.1294091360227219
BLZ,2000-2004,0.13336852894906323
BMU,2000-2004,0.1261241837449306
BOL,2000-2004,0.11966802968199544
BRA,2000-2004,0.2995484913290649
BRB,2000-2004,0.39733212148725927
BRN,2000-2004,0.12442750273252849
BTN,2000-2004,0.14634959668262026
BWA,2000-2004,0.07780470962291906
CAF,2000-2004,0.09979807010212773
CAN,2000-2004,0.12779479736720256
CHN,2000-2004,0.11290845357721017
CIV,2000-2004,0.12112676632143729
CMR,2000-2004,0.13336852894906323
COD,2000-2004,0.040516949801902014
COG,2000-2004,0.1284992683355627
COK,2000-2004,0.12441251750911209
COL,2000-2004,0.12456777043034523
COM,2000-2004,0.13222929221095148
CPV,2000-2004,0.12779479736720256
CRI,2000-2004,0.3005156539417945
CUB,2000-2004,0.26182890674545123
CUW,2000-2004,0.30513068109018765
CYP,2000-2004,0.12442939733162864
CZE,2000-2004,0.2676471608466457
DEU,2000-2004,0.1266044392877154
DJI,2000-2004,0.12490086562140143
DMA,2000-2004,0.1209699363509567
DNK,2000-2004,0.11689269336693078
DOM,2000-2004,0.1217041902329138
DZA,2000-2004,0
ECU,2000-2004,0.1551302388890462
EGY,2000-2004,0.09909898734017969
ERI,2000-2004,0.25644833273193046
ESP,2000-2004,-0.1087301342961621
EST,2000-2004,0.10859948306000382
FIN,2000-2004,0.2884150958847289
FJI,2000-2004,0.2874628881818624
FLK,2000-2004,0.12777992864809726
FRO,2000-2004,0.13336852894906323
FSM,2000-2004,0.08205276720216118
GAB,2000-2004,0.12777452981567822
GBR,2000-2004,0.04635185880553048
GEO,2000-2004,0.2892910804594611
GIB,2000-2004,0.2699847208015982
GIN,2000-2004,0.11908053469574725
GMB,2000-2004,0.12300352935454593
GNB,2000-2004,0.12490086562140143
GNQ,2000-2004,0.12973313252279053
GRC,2000-2004,0.13336852894906323
GRL,2000-2004,0.12490086562140143
GTM,2000-2004,0.12689552127790032
GUF,2000-2004,0.13336852894906323
GUM,2000-2004,0.07525787897878436
HKG,2000-2004,0.028457065606472393
HND,2000-2004,0.27782269891027583
HRV,2000-2004,0.13336852894906323
HTI,2000-2004,0.07593137892472876
HUN,2000-2004,-0.0744872766953153
IDN,2000-2004,0
IMN,2000-2004,0.30994453015621637
IND,2000-2004,0.012972581157045644
IRL,2000-2004,0.14793299290770912
IRN,2000-2004,0.25281152214726416
ISL,2000-2004,0.0382245055406463
ISR,2000-2004,0.12883883872818347
ITA,2000-2004,0.08810490133823343
JAM,2000-2004,0.12036082657020257
JOR,2000-2004,0.1284992683355627
JPN,2000-2004,0.10024389094622597
KAZ,2000-2004,0.10622359997862975
KEN,2000-2004,0.08548364757236908
KGZ,2000-2004,0.11958817497593908
KHM,2000-2004,0.12112248851934448
KIR,2000-2004,0.0724668217295387
KNA,2000-2004,0.12490074581794139
KOR,2000-2004,0.0785556433920478
KWT,2000-2004,0.266511346191193
LAO,2000-2004,0.12779132269349883
LBN,2000-2004,0.1042172920724821
LBR,2000-2004,0.27641262102096886
LBY,2000-2004,0.3973168780383748
LCA,2000-2004,0.1284992683355627
LIE,2000-2004,0.11224987563511539
LKA,2000-2004,0.08906538090578899
LSO,2000-2004,0
LTU,2000-2004,0.16031409272015437
LUX,2000-2004,0.12526722640085458
LVA,2000-2004,0.12561926412709445
MAC,2000-2004,0.12521944263794327
MAR,2000-2004,0.12298605877815966
MCO,2000-2004,0.1301360983125663
MDA,2000-2004,0.12827614513717264
MDG,2000-2004,0.010952663531199103
MDV,2000-2004,0.28674712449445755
MHL,2000-2004,0.12637218817706222
MKD,2000-2004,0.10448573505206701
MLI,2000-2004,0.1284992683355627
MMR,2000-2004,0.10766419891626643
MNE,2000-2004,0.10803410212992144
MNG,2000-2004,0.12731344455599145
MNP,2000-2004,0.08442078977456267
MOZ,2000-2004,0.1284992683355627
MSR,2000-2004,0.0721433239876936
MTQ,2000-2004,0.1014150891514778
MUS,2000-2004,0.17556569575401143
MWI,2000-2004,0.12849732523242186
MYS,2000-2004,0.12470961953680212
MYT,2000-2004,0.1284992683355627
NCL,2000-2004,0.12446070584383606
NFK,2000-2004,0.11501051073951353
NIC,2000-2004,0.1284992683355627
NIU,2000-2004,0.03455718622943491
NLD,2000-2004,0.06694877270982041
NOR,2000-2004,0.13442377364111407
NPL,2000-2004,0.1086707570018436
NRU,2000-2004,0.13336852894906323
NZL,2000-2004,0.11182715885555022
OMN,2000-2004,0.10110769133959785
PAK,2000-2004,0.12779651132827402
PAN,2000-2004,0.10877990415589395
PER,2000-2004,0.258253321792058
PHL,2000-2004,0.278953936927468
PLW,2000-2004,0.1337472656509833
PNG,2000-2004,0.07711095003496128
POL,2000-2004,0.0957373694399924
PRK,2000-2004,0.0736916558319984
PRT,2000-2004,0.15059736501101165
PYF,2000-2004,0.13173712253397513
QAT,2000-2004,0.2798836636156339
REU,2000-2004,0.08665395451313085
ROU,2000-2004,0.12442953539665556
RUS,2000-2004,0.13336852894906323
RWA,2000-2004,0.12490086562140143
SAU,2000-2004,-7.343471248869136e-4
SDN,2000-2004,0.08225849751098828
SEN,2000-2004,0.2699143566726759
SGP,2000-2004,0.14305768939504854
SHN,2000-2004,0.13336852894906323
SLB,2000-2004,0.10329095742233667
SLE,2000-2004,0.12443250194789862
SLV,2000-2004,0.1277928904548878
SMR,2000-2004,0.1360008522609654
SOM,2000-2004,0.12490004198706922
SPM,2000-2004,0.12779479736720256
SRB,2000-2004,0.3658984262152276
SSD,2000-2004,0.2927527812191458
STP,2000-2004,0.12528477997821452
SUR,2000-2004,0.07019209491722872
SVK,2000-2004,0.2862091455071694
SVN,2000-2004,0.10164706820202193
SWE,2000-2004,0.12446070584383606
SWZ,2000-2004,0.13229822224463128
SXM,2000-2004,0.11400203266167586
SYC,2000-2004,0.1284992683355627
SYR,2000-2004,0.12775296819357965
TCD,2000-2004,-0.01496058737852252
TGO,2000-2004,0.1284992683355627
THA,2000-2004,0.12619880125711944
TJK,2000-2004,0.12518359989060746
TKL,2000-2004,0.12790970146522468
TKM,2000-2004,-0.05815373182150214
TLS,2000-2004,0.13336852894906323
TON,2000-2004,0.09947582966057988
TTO,2000-2004,0.10118433712212134
TUN,2000-2004,0.0920450831477376
TUR,2000-2004,0.1396048798614373
TUV,2000-2004,0.10890586462841098
TWN,2000-2004,0.11950282508418168
TZA,2000-2004,0.13336852894906323
UGA,2000-2004,0.12187130860688201
UKR,2000-2004,0.1284992683355627
URY,2000-2004,0.12105192293972535
USA,2000-2004,0.06497560635574218
VAT,2000-2004,0.11857008595409191
VCT,2000-2004,0.11371580653593887
VGB,2000-2004,0.1196787695522925
VNM,2000-2004,0.2527945794841315
VUT,2000-2004,0.11492348708686827
WSM,2000-2004,0.12444173427313629
ZAF,2000-2004,0.12524525881595586
ABW,2005-2009,0.2436731461673804
AFG,2005-2009,0.24069354150475156
AGO,2005-2009,0.2418879395667818
AIA,2005-2009,0.2405310162792722
ALB,2005-2009,0.24016140633976435
AND,2005-2009,0.24138206535904908
ARE,2005-2009,0.24057957560242788
ARG,2005-2009,0.24138206535904908
ARM,2005-2009,0.24000386352533112
ATG,2005-2009,0.23976065495944823
AUS,2005-2009,0.23920839569087649
AUT,2005-2009,0.24188151754524004
AZE,2005-2009,0.23907563162937248
BDI,2005-2009,0.2403932137648644
BEL,2005-2009,0.2410623984261752
BEN,2005-2009,0.24120774951122353
BFA,2005-2009,0.24147914788744526
BGD,2005-2009,0.23936336943049083
BGR,2005-2009,0.23850744105534777
BHR,2005-2009,0.2417606631397914
BHS,2005-2009,0.24118738108619756
BIH,2005-2009,0.24138206535904908
BLR,2005-2009,0.24188196996646208
BLZ,2005-2009,0.24138206535904908
BMU,2005-2009,0.24137051440540844
BOL,2005-2009,0.24090286221094442
BRA,2005-2009,0.2430480815566167
BRB,2005-2009,0.24354434875551617
BRN,2005-2009,0.2408089683824286
BTN,2005-2009,0.23798156812318297
BWA,2005-2009,0.23835214408376706
CAF,2005-2009,0.23946887858377092
CAN,2005-2009,0.24137317802338662
CHN,2005-2009,0.2406174596314478
CIV,2005-2009,0.24136254502487467
CMR,2005-2009,0.24138206535904908
COD,2005-2009,0.24104266944207683
COG,2005-2009,0.24137430128365164
COK,2005-2009,0.24139006964106396
COL,2005-2009,0.24136803236761414
COM,2005-2009,0.2413766654504244
CPV,2005-2009,0.24137317802338662
CRI,2005-2009,0.24265977947371445
CUB,2005-2009,0.24305826670994451
CUW,2005-2009,0.24310405808476207
CYP,2005-2009,0.24124328019081248
CZE,2005-2009,0.2428253664462718
DEU,2005-2009,0.24134504032888496
DJI,2005-2009,0.24188151754524004
DMA,2005-2009,0.24055991107483127
DNK,2005-2009,0.2413345674671623
DOM,2005-2009,0.24112248119230706
DZA,2005-2009,0
ECU,2005-2009,0.23975882157272316
EGY,2005-2009,0.2409620369213565
ERI,2005-2009,0.24386536563970437
ESP,2005-2009,0.23497680232008467
EST,2005-2009,0.2400604082406424
FIN,2005-2009,0.24311969364772612
FJI,2005-2009,0.24115415884525593
FLK,2005-2009,0.24137315431549844
FRO,2005-2009,0.24138206535904908
FSM,2005-2009,0.24056525312952312
GAB,2005-2009,0.24114761072778754
GBR,2005-2009,0.238101800979327
GEO,2005-2009,0.2410381060969843
GIB,2005-2009,0.24294819673962537
GIN,2005-2009,0.24168425277717276
GMB,2005-2009,0.2405062174279991
GNB,2005-2009,0.24188151754524004
GNQ,2005-2009,0.241376268516123
GRC,2005-2009,0.24138206535904908
GRL,2005-2009,0.24188151754524004
GTM,2005-2009,0.24133766464202774
GUF,2005-2009,0.24138206535904908
GUM,2005-2009,0.23967337741685457
HKG,2005-2009,0.2381823111648006
HND,2005-2009,0.24300673388774718
HRV,2005-2009,0.24138206535904908
HTI,2005-2009,0.24091909523432065
HUN,2005-2009,0.23498955791124637
IDN,2005-2009,0
IMN,2005-2009,0.24245825191851625
IND,2005-2009,0.23714528864538972
IRL,2005-2009,0.24021968214366166
IRN,2005-2009,0.24375789755905408
ISL,2005-2009,0.23789583775484782
ISR,2005-2009,0.24170446386388925
ITA,2005-2009,0.23774349930251368
JAM,2005-2009,0.23854217140138156
JOR,2005-2009,0.24137430128365164
JPN,2005-2009,0.24044260878672702
KAZ,2005-2009,0.24052144646724652
KEN,2005-2009,0.23645432091514137
KGZ,2005-2009,0.24038295898057138
KHM,2005-2009,0.24133434155040803
KIR,2005-2009,0.23960557723212259
KNA,2005-2009,0.2418613524055498
KOR,2005-2009,0.23817228998202544
KWT,2005-2009,0.24300826469271258
LAO,2005-2009,0.2409791656857037
LBN,2005-2009,0.2396491280583148
LBR,2005-2009,0.24277854954192962
LBY,2005-2009,0.24354432446417662
LCA,2005-2009,0.24137430128365164
LIE,2005-2009,0.24118173265307463
LKA,2005-2009,0.2390037307818672
LSO,2005-2009,0.24125165034624377
LTU,2005-2009,0.2409136207621671
LUX,2005-2009,0.2408751823973522
LVA,2005-2009,0.24114861169546684
MAC,2005-2009,0.24124870415849425
MAR,2005-2009,0.24061453289703152
MCO,2005-2009,0.24188986396191467
MDA,2005-2009,0.24047514251440252
MDG,2005-2009,0.23797242711329414
MDV,2005-2009,0.24359394502987064
MHL,2005-2009,0.2409386064797355
MKD,2005-2009,0.24100126649019743
MLI,2005-2009,0.24137430128365164
MMR,2005-2009,0.2412360399121036
MNE,2005-2009,0.23971638177231933
MNG,2005-2009,0.2400480169538726
MNP,2005-2009,0.23965639006703582
MOZ,2005-2009,0.24137430128365164
MSR,2005-2009,0.23896116942421686
MTQ,2005-2009,0.24001402862734958
MUS,2005-2009,0.23915576246429887
MWI,2005-2009,0.24104358258029973
MYS,2005-2009,0.2409602878654903
MYT,2005-2009,0.24137430128365164
NCL,2005-2009,0.24134162225315722
NFK,2005-2009,0.24103349864343507
NIC,2005-2009,0.24137430128365164
NIU,2005-2009,0.2395059551288717
NLD,2005-2009,0.24079524658128323
NOR,2005-2009,0.24016242068407628
NPL,2005-2009,0.2403985229124158
NRU,2005-2009,0.24138206535904908
NZL,2005-2009,0.24044924243951096
OMN,2005-2009,0.24031794875246468
PAK,2005-2009,0.24133693571870596
PAN,2005-2009,0.23956704544873936
PER,2005-2009,0.2437665694405959
PHL,2005-2009,0.24309191340756825
PLW,2005-2009,0.24070776187368514
PNG,2005-2009,0.23905166716740855
