country_name,treaty_id,treaty_name,action_type,action_date,signature_date,entry_into_force_date,treaty_open_year,wipo_treaty_id,source_url
Saudi Arabia,marrakesh,Marrakesh Treaty to Facilitate Access to Published Works for the Visually Impaired,Accession,2018-11-21,,2019-02-21,2013,843,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=843
Senegal,marrakesh,Marrakesh Treaty to Facilitate Access to Published Works for the Visually Impaired,,,2013-06-28,,2013,843,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=843
Serbia,marrakesh,Marrakesh Treaty to Facilitate Access to Published Works for the Visually Impaired,Accession,2020-02-24,,2020-05-24,2013,843,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=843
Sierra Leone,marrakesh,Marrakesh Treaty to Facilitate Access to Published Works for the Visually Impaired,,,2013-06-28,,2013,843,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=843
Singapore,marrakesh,Marrakesh Treaty to Facilitate Access to Published Works for the Visually Impaired,Accession,2015-03-30,,2016-09-30,2013,843,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=843
Slovenia,marrakesh,Marrakesh Treaty to Facilitate Access to Published Works for the Visually Impaired,,,2014-05-16,,2013,843,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=843
Sri Lanka,marrakesh,Marrakesh Treaty to Facilitate Access to Published Works for the Visually Impaired,Accession,2016-10-05,,2017-01-05,2013,843,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=843
Sudan,marrakesh,Marrakesh Treaty to Facilitate Access to Published Works for the Visually Impaired,,,2013-06-28,,2013,843,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=843
Switzerland,marrakesh,Marrakesh Treaty to Facilitate Access to Published Works for the Visually Impaired,Ratification,2020-02-11,2013-06-28,2020-05-11,2013,843,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=843
Syrian Arab Republic,marrakesh,Marrakesh Treaty to Facilitate Access to Published Works for the Visually Impaired,,,2013-11-22,,2013,843,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=843
Tajikistan,marrakesh,Marrakesh Treaty to Facilitate Access to Published Works for the Visually Impaired,Accession,2019-02-27,,2019-05-27,2013,843,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=843
Thailand,marrakesh,Marrakesh Treaty to Facilitate Access to Published Works for the Visually Impaired,Accession,2019-01-28,,2019-04-28,2013,843,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=843
Togo,marrakesh,Marrakesh Treaty to Facilitate Access to Published Works for the Visually Impaired,,,2013-06-28,,2013,843,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=843
Trinidad and Tobago,marrakesh,Marrakesh Treaty to Facilitate Access to Published Works for the Visually Impaired,Accession,2019-10-04,,2020-01-04,2013,843,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=843
Tunisia,marrakesh,Marrakesh Treaty to Facilitate Access to Published Works for the Visually Impaired,Ratification,2016-09-07,2013-06-28,2016-12-07,2013,843,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=843
Türkiye,marrakesh,Marrakesh Treaty to Facilitate Access to Published Works for the Visually Impaired,,,2013-11-01,,2013,843,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=843
Turkmenistan,marrakesh,Marrakesh Treaty to Facilitate Access to Published Works for the Visually Impaired,Accession,2020-10-15,,2021-01-15,2013,843,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=843
Uganda,marrakesh,Marrakesh Treaty to Facilitate Access to Published Works for the Visually Impaired,Ratification,2018-04-23,2013-06-28,2018-07-23,2013,843,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=843
Ukraine,marrakesh,Marrakesh Treaty to Facilitate Access to Published Works for the Visually Impaired,Accession,2023-06-08,,2023-09-08,2013,843,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=843
United Arab Emirates,marrakesh,Marrakesh Treaty to Facilitate Access to Published Works for the Visually Impaired,Accession,2014-10-15,,2016-09-30,2013,843,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=843
United Kingdom,marrakesh,Marrakesh Treaty to Facilitate Access to Published Works for the Visually Impaired,Ratification,2020-10-01,2013-06-28,2021-01-01,2013,843,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=843
United Republic of Tanzania,marrakesh,Marrakesh Treaty to Facilitate Access to Published Works for the Visually Impaired,Accession,2020-04-08,,2020-07-08,2013,843,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=843
United States of America,marrakesh,Marrakesh Treaty to Facilitate Access to Published Works for the Visually Impaired,Ratification,2019-02-08,2013-10-02,2019-05-08,2013,843,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=843
Uruguay,marrakesh,Marrakesh Treaty to Facilitate Access to Published Works for the Visually Impaired,Ratification,2014-12-01,2013-06-28,2016-09-30,2013,843,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=843
Uzbekistan,marrakesh,Marrakesh Treaty to Facilitate Access to Published Works for the Visually Impaired,Accession,2022-03-07,,2022-06-07,2013,843,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=843
Vanuatu,marrakesh,Marrakesh Treaty to Facilitate Access to Published Works for the Visually Impaired,Accession,2020-05-06,,2020-08-06,2013,843,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=843
Venezuela (Bolivarian Republic of),marrakesh,Marrakesh Treaty to Facilitate Access to Published Works for the Visually Impaired,Accession,2019-10-02,,2020-01-02,2013,843,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=843
Viet Nam,marrakesh,Marrakesh Treaty to Facilitate Access to Published Works for the Visually Impaired,Accession,2022-12-06,,2023-03-06,2013,843,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=843
Zimbabwe,marrakesh,Marrakesh Treaty to Facilitate Access to Published Works for the Visually Impaired,Ratification,2019-09-12,2013-10-02,2019-12-12,2013,843,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=843
Albania,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Accession,2006-07-24,,2007-07-24,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Argentina,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Accession,2007-09-13,,2008-09-13,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Armenia,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Accession,2004-12-06,,2005-12-06,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Australia,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Accession,1974-11-07,,1975-11-12,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Austria,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Ratification,1974-07-03,1971-09-09,1975-10-07,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Azerbaijan,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Accession,2003-07-14,,2004-07-14,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Belarus,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Accession,1998-03-12,,1999-03-12,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Belgium,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Ratification,1975-06-30,1971-03-24,1976-07-04,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Bosnia and Herzegovina,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Accession,2008-10-27,,2009-10-27,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Brazil,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Ratification,1974-10-03,1971-06-28,1975-10-07,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Bulgaria,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Accession,2000-11-27,,2001-11-27,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Canada,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Accession,1995-01-11,,1996-01-11,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Chile,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Accession,2025-07-12,,2026-07-12,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
China,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Accession,1996-06-17,,1997-06-19,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Croatia,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Accession,1999-11-25,,2000-11-25,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Cuba,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Accession,1995-11-09,,1996-11-09,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Czech Republic,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Succession,1992-12-18,,1993-01-01,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Democratic People's Republic of Korea,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Accession,2001-11-21,,2002-11-21,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Denmark,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Ratification,1973-01-09,1971-03-24,1975-10-07,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Egypt,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Accession,1974-10-08,,1975-10-17,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Estonia,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Accession,1996-02-24,,1997-02-27,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Finland,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Ratification,1975-05-14,1971-03-24,1976-05-16,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
France,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Ratification,1972-11-16,1971-09-20,1975-10-07,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Germany,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Ratification,1973-07-13,1971-03-24,1975-10-07,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Greece,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Ratification,1996-10-21,1971-03-24,1997-10-21,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Guinea,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Accession,1996-08-05,,1997-08-05,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Holy See,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,,,1971-03-24,,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
India,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Accession,2025-07-07,,2026-07-07,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Iran (Islamic Republic of),strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Ratification,2025-11-10,1971-06-22,2026-11-10,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Ireland,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Accession,1972-04-19,,1975-10-07,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Israel,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Accession,1974-10-07,,1975-10-07,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Italy,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Ratification,1979-03-28,1971-03-24,1980-03-30,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Japan,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Ratification,1976-08-16,1971-09-13,1977-08-18,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Kazakhstan,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Accession,2002-01-24,,2003-01-24,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Kyrgyzstan,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Accession,1998-09-10,,1999-09-10,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Liechtenstein,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,,,1971-03-24,,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Luxembourg,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Ratification,1976-04-06,1971-03-24,1977-04-09,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Malawi,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Accession,1995-07-24,,1996-07-24,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Mexico,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Accession,2000-10-26,,2001-10-26,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Monaco,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Ratification,1975-06-10,1971-09-27,1976-06-13,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Mongolia,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Accession,2001-03-16,,2002-03-16,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Montenegro,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Accession,2012-01-06,,2013-01-06,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Netherlands (Kingdom of the),strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Ratification,1974-09-13,1971-09-22,1975-10-07,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
North Macedonia,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Accession,2002-05-30,,2003-05-30,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Norway,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Ratification,1973-01-30,1971-03-24,1975-10-07,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Peru,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Accession,2022-07-18,,2023-07-18,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Poland,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Accession,1996-12-04,,1997-12-04,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Portugal,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Accession,1978-04-28,,1979-05-01,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Republic of Korea,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Accession,1998-10-08,,1999-10-08,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Republic of Moldova,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Accession,1997-09-01,,1998-09-01,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Romania,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Accession,1998-03-31,,1999-03-31,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Russian Federation,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Accession,1975-09-30,,1976-10-03,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Saudi Arabia,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Accession,2020-10-16,,2021-10-16,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Serbia,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Ratification,2009-07-15,1971-03-24,2010-07-15,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Slovakia,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Succession,1992-12-30,,1993-01-01,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Slovenia,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Accession,2001-05-10,,2002-05-10,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Spain,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Ratification,1974-11-26,1971-03-24,1975-11-29,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Suriname,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Succession,1976-11-16,,1975-11-25,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Sweden,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Ratification,1973-05-17,1971-03-24,1975-10-07,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Switzerland,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Ratification,1972-12-20,1971-03-24,1975-10-07,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Tajikistan,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Succession,1994-02-14,,1991-12-25,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Trinidad and Tobago,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Accession,1995-12-20,,1996-12-20,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Türkiye,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Accession,1995-10-01,,1996-10-01,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Turkmenistan,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Accession,2006-03-07,,2007-03-07,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Ukraine,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Accession,2009-04-07,,2010-04-07,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
United Arab Emirates,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Accession,2021-02-17,,2022-02-17,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
United Kingdom,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Ratification,1972-05-26,1971-03-24,1975-10-07,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
United States of America,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Ratification,1973-12-21,1971-03-24,1975-10-07,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Uruguay,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Accession,1999-10-19,,2000-10-19,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Uzbekistan,strasbourg,Strasbourg Agreement Concerning the International Patent Classification,Accession,2001-10-12,,2002-10-12,1971,11,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=11
Albania,nice,Nice Agreement Concerning the International Classification of Goods and Services for the Purposes of the Registration of Marks,Accession,2003-06-19,,2003-09-19,1957,12,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=12
Algeria,nice,Nice Agreement Concerning the International Classification of Goods and Services for the Purposes of the Registration of Marks,Accession,1972-03-24,,1972-07-05,1957,12,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=12
Antigua and Barbuda,nice,Nice Agreement Concerning the International Classification of Goods and Services for the Purposes of the Registration of Marks,Accession,2019-03-25,,2019-06-25,1957,12,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=12
Argentina,nice,Nice Agreement Concerning the International Classification of Goods and Services for the Purposes of the Registration of Marks,Accession,2007-10-24,,2008-01-24,1957,12,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=12
Armenia,nice,Nice Agreement Concerning the International Classification of Goods and Services for the Purposes of the Registration of Marks,Accession,2004-12-06,,2005-03-06,1957,12,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=12
Australia,nice,Nice Agreement Concerning the International Classification of Goods and Services for the Purposes of the Registration of Marks,Accession,1960-11-25,,1961-04-08,1957,12,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=12
Austria,nice,Nice Agreement Concerning the International Classification of Goods and Services for the Purposes of the Registration of Marks,Accession,1969-09-24,1957-06-15,1969-11-30,1957,12,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=12
Azerbaijan,nice,Nice Agreement Concerning the International Classification of Goods and Services for the Purposes of the Registration of Marks,Accession,2003-07-14,,2003-10-14,1957,12,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=12
Bahamas,nice,Nice Agreement Concerning the International Classification of Goods and Services for the Purposes of the Registration of Marks,Accession,2025-06-03,,2025-09-03,1957,12,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=12
Bahrain,nice,Nice Agreement Concerning the International Classification of Goods and Services for the Purposes of the Registration of Marks,Accession,2005-09-15,,2005-12-15,1957,12,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=12
Barbados,nice,Nice Agreement Concerning the International Classification of Goods and Services for the Purposes of the Registration of Marks,Accession,1974-12-12,,1985-03-12,1957,12,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=12
Belarus,nice,Nice Agreement Concerning the International Classification of Goods and Services for the Purposes of the Registration of Marks,Accession,1998-03-12,,1998-06-12,1957,12,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=12
Belgium,nice,Nice Agreement Concerning the International Classification of Goods and Services for the Purposes of the Registration of Marks,Accession,1962-03-05,1957-06-15,1962-06-06,1957,12,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=12
Benin,nice,Nice Agreement Concerning the International Classification of Goods and Services for the Purposes of the Registration of Marks,Accession,1978-04-03,,1979-02-06,1957,12,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=12
Bosnia and Herzegovina,nice,Nice Agreement Concerning the International Classification of Goods and Services for the Purposes of the Registration of Marks,Succession,1993-06-02,,1992-03-01,1957,12,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=12
Bulgaria,nice,Nice Agreement Concerning the International Classification of Goods and Services for the Purposes of the Registration of Marks,Accession,2000-11-27,,2001-02-27,1957,12,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=12
Canada,nice,Nice Agreement Concerning the International Classification of Goods and Services for the Purposes of the Registration of Marks,Accession,2019-03-17,,2019-06-17,1957,12,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=12
Chile,nice,Nice Agreement Concerning the International Classification of Goods and Services for the Purposes of the Registration of Marks,Accession,2025-07-12,,2025-10-12,1957,12,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=12
China,nice,Nice Agreement Concerning the International Classification of Goods and Services for the Purposes of the Registration of Marks,Accession,1994-05-05,,1994-08-09,1957,12,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=12
Croatia,nice,Nice Agreement Concerning the International Classification of Goods and Services for the Purposes of the Registration of Marks,Succession,1992-07-28,,1991-10-08,1957,12,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=12
Cuba,nice,Nice Agreement Concerning the International Classification of Goods and Services for the Purposes of the Registration of Marks,Accession,1995-09-26,,1995-12-26,1957,12,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=12
Czech Republic,nice,Nice Agreement Concerning the International Classification of Goods and Services for the Purposes of the Registration of Marks,Succession,1992-12-18,,1993-01-01,1957,12,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=12
Democratic People's Republic of Korea,nice,Nice Agreement Concerning the International Classification of Goods and Services for the Purposes of the Registration of Marks,Accession,1997-03-06,,1997-06-06,1957,12,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=12
Denmark,nice,Nice Agreement Concerning the International Classification of Goods and Services for the Purposes of the Registration of Marks,Ratification,1961-10-30,1957-06-15,1961-11-30,1957,12,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=12
Dominica,nice,Nice Agreement Concerning the International Classification of Goods and Services for the Purposes of the Registration of Marks,Accession,2000-06-08,,2000-09-08,1957,12,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=12
Egypt,nice,Nice Agreement Concerning the International Classification of Goods and Services for the Purposes of the Registration of Marks,Accession,2005-03-18,,2005-06-18,1957,12,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=12
Estonia,nice,Nice Agreement Concerning the International Classification of Goods and Services for the Purposes of the Registration of Marks,Accession,1996-02-24,,1996-05-27,1957,12,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=12
Finland,nice,Nice Agreement Concerning the International Classification of Goods and Services for the Purposes of the Registration of Marks,Accession,1973-05-16,,1973-08-18,1957,12,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=12
France,nice,Nice Agreement Concerning the International Classification of Goods and Services for the Purposes of the Registration of Marks,Ratification,1959-11-09,1957-06-15,1961-04-08,1957,12,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=12
Georgia,nice,Nice Agreement Concerning the International Classification of Goods and Services for the Purposes of the Registration of Marks,Accession,2002-11-29,,2003-02-28,1957,12,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=12
Germany,nice,Nice Agreement Concerning the International Classification of Goods and Services for the Purposes of the Registration of Marks,Ratification,1961-12-29,1957-06-15,1962-01-29,1957,12,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=12
