iso3,pc1
STP,3.3375952340112534
NIU,3.156348309123268
TON,3.156348309123268
SOM,3.1556804206968447
FJI,3.118660526680161
MHL,3.118660526680161
TTO,3.118660526680161
TUV,2.90411897092425
BRB,2.903451082497827
PNG,2.903451082497827
KNA,2.8188419683574075
PRK,2.745604583276248
SUR,2.745604583276248
BHS,2.6355346604710195
ARE,2.6310854419315066
PLW,2.535860121562467
FSM,2.5355122460598496
MMR,2.5303951390939137
COM,2.5206482543553426
KIR,2.4209931047151083
CMR,2.39104235046169
SLB,2.3801947890710635
GMB,2.373998915599539
SGP,2.3603508472787906
LCA,2.354824859397214
PAK,2.3203028018775154
BRN,2.3112238055653673
LBR,2.302229819877119
ZMB,2.261360635987132
GUY,2.2506509760878806
IDN,2.2506509760878806
NRU,2.2359095168346834
MYS,2.1032634096246197
ETH,2.1025955211981966
GRD,2.1025955211981966
BTN,2.013900024726567
ERI,2.013900024726567
UZB,2.013900024726567
GNQ,1.8663146622977826
CIV,1.8659517367669731
ATG,1.8292947682810994
IRN,1.8105830733296808
COG,1.7838075702620064
GNB,1.7644014740561158
ISR,1.7616706865275495
SWZ,1.7350045602628372
DJI,1.7343366718364142
ZWE,1.7343366718364142
VCT,1.6574357978051926
LBN,1.4493292144202659
KEN,1.4452432707950007
LVA,1.393411837165767
IND,1.2668149496842216
JOR,1.2668149496842216
LAO,1.2668149496842216
COK,1.2607648181064781
TCD,1.2398010397777217
USA,1.2398010397777217
VAT,1.2398010397777217
HTI,1.223879438615579
WSM,1.2233074156935697
RUS,1.2104734953962504
VNM,1.2027811457610385
IRQ,1.119580240016855
AGO,1.05657338482633
NPL,1.05657338482633
MDG,1.0520291249763178
MWI,1.012533382559898
BHR,0.987571701578704
KWT,0.987571701578704
SLE,0.987571701578704
SYC,0.9399345958802928
CAF,0.9313087553145087
VUT,0.9299764973447845
CHN,0.9122999159494151
BWA,0.9036304758647077
MUS,0.8959646628920631
GHA,0.8792471829576983
EGY,0.8513885847801279
BLR,0.8462115769228731
SAU,0.7967477091462848
BDI,0.7258702715026241
DZA,0.7154241374649294
MCO,0.7137719687449793
DMA,0.6193128522169216
IRL,0.5911232410329988
TKM,0.561717647983002
BEN,0.5437650914212453
JAM,0.520796515171795
OMN,0.49338385316179956
QAT,0.49338385316179956
JPN,0.4626956216786167
GIN,0.4474647016789932
TJK,0.43683485562631097
ISL,0.42662762570883395
EST,0.40104140896374835
CAN,0.2901503931121652
COD,0.25945675794875434
MDA,0.2514243827571192
POL,0.23169326625839123
MLT,0.22731287937786035
AFG,0.19413360408570324
KOR,0.15587751239593892
SDN,0.10063995231440816
YEM,0.10063995231440816
MRT,0.07615713641809661
CUB,0.032908802314521673
ARM,0.028917887460463917
BGR,-0.016808316423875955
LIE,-0.061257864888441614
MDV,-0.10309065097768719
NLD,-0.10890540151615738
COL,-0.11017840615919369
PSE,-0.11440524533470056
TLS,-0.12395593805201768
LBY,-0.1396947740113527
DOM,-0.20503002825324762
ZAF,-0.23553061159860555
MOZ,-0.23701171089597484
TGO,-0.27073520874287654
AUS,-0.3068627144214407
VEN,-0.3599122680642971
GEO,-0.4224750262586224
NOR,-0.4561233841366428
ROU,-0.5424057186904535
LKA,-0.552691821663448
THA,-0.5731530832525834
SSD,-0.6084153127229424
KHM,-0.644986429580167
HUN,-0.6476152649954853
TZA,-0.6557824512390678
NZL,-0.7335729150272113
NIC,-0.7611736458486134
SMR,-0.7883942574618431
CYP,-0.7907338756204048
GRC,-0.8401172726376841
KGZ,-0.8564987802116231
UGA,-0.8573491590014358
SYR,-0.8703348111189226
CHE,-0.8889624883837013
MKD,-0.9106645680522361
AND,-0.944204470144319
BGD,-0.9470420640621506
NAM,-1.0950975189518344
BLZ,-1.1503335391989702
CPV,-1.1884366613839228
KAZ,-1.2065873881430127
NGA,-1.22642267428693
GBR,-1.3418037478377352
LTU,-1.4664726800091192
LSO,-1.4769188140468137
PHL,-1.4893842810817752
LUX,-1.4925464966849815
SWE,-1.494406385433982
CZE,-1.5981769640188912
UKR,-1.631467487979018
RWA,-1.632352511589578
FIN,-1.6831423680128736
MAR,-1.6894873422427543
ALB,-1.8345177127350074
SEN,-1.9602019924271528
BFA,-1.9949385453084465
DNK,-2.0230544655660725
SVK,-2.143159024165777
AZE,-2.387326579270593
AUT,-2.404729531125672
GTM,-2.415243818888975
SRB,-2.5122929237368314
HND,-2.5376475382730588
TUR,-2.56255325268963
HRV,-2.619058217435544
SVN,-2.619058217435544
SLV,-2.631183367184953
TUN,-2.7355512616796607
GAB,-2.8350727871876997
FRA,-3.037691307529397
NER,-3.1245076830429346
BEL,-3.1464847927615622
DEU,-3.1618291898043354
PAN,-3.1748663293924273
BRA,-3.2611486639462384
MEX,-3.266717692905487
CHL,-3.2736866232375257
MLI,-3.294634932523869
ITA,-3.3805247833313103
MNG,-3.6364438085222535
PER,-3.8125394761655307
PRY,-3.8125394761655307
BIH,-3.8370771432298714
MNE,-3.912913735294913
PRT,-4.168541392159511
CRI,-4.254823726713322
ARG,-4.433702608279097
ESP,-4.492124393837521
URY,-4.597150786815781
ECU,-4.954269566535193
BOL,-5.058446793557708
