iso3,pc1
RUS,3.8296649894959813
EST,3.7293629955991174
AUS,3.6457335590562074
DNK,3.5532102808592523
MDA,3.5348720300026097
CHE,3.529244639449761
LIE,3.529244639449761
KGZ,3.486171539085157
ESP,3.4153026028480054
NLD,3.4153026028480054
FRA,3.388011980660125
USA,3.2726967166850076
GBR,3.104764826716308
ROU,3.0240920656576415
SVK,2.9238869033188744
LVA,2.9101500290558855
IRL,2.840031533281467
MNE,2.7317387550980428
KAZ,2.6618229310622974
UKR,2.6235778943336796
LTU,2.4856702163224327
SRB,2.4856702163224327
HRV,2.482345235544044
SVN,2.240532850062011
BEL,2.2390576221622496
DEU,2.2390576221622496
BHR,2.2179404360258816
OMN,2.2179404360258816
SWE,2.159427619563576
BIH,2.1039983994241256
JPN,2.0964842980384626
HUN,2.040414493912654
ITA,2.0330612468927143
KOR,1.9529064431274743
LUX,1.7965074039817592
BEN,1.7453080559435694
MLI,1.6666649116543786
SGP,1.6585364326095517
PER,1.5661487680537645
ARM,1.5403330091697
MKD,1.5403330091697
TUR,1.4934658902614588
FIN,1.4138358876627852
DOM,1.3513360221271888
TTO,1.3173131755215937
BFA,1.2989749246649511
SLV,1.2505380453615336
BLR,1.0715343920164306
CYP,1.0654643337134568
ALB,1.0465901190770464
BGR,1.0368949392109852
POL,1.0368949392109852
MLT,0.9997163240427787
IDN,0.9576327994011867
QAT,0.9089501613260366
PAN,0.8486459907845525
CHL,0.8461834483350691
CZE,0.8121606017294739
GIN,0.8121606017294739
CRI,0.7874168625462848
HND,0.7874168625462848
MNG,0.7289040460839792
CHN,0.6722849773540561
NIC,0.6709279429398382
ARE,0.6297208346385841
URY,0.5812606674615262
COL,0.5457630982888487
AZE,0.4884648879753083
IRQ,0.39019916538568594
GTM,0.3821564926225384
AUT,0.37197596836886154
GRC,0.37197596836886154
PRT,0.37197596836886154
GAB,0.28730866792747045
BWA,0.2836213231683833
PHL,0.21986615709414348
ARG,0.1697062870724455
BDI,0.12555824230287224
TJK,0.11507914199765591
SEN,0.1033772374876968
TGO,0.1033772374876968
LCA,0.05321736746599881
UZB,0.04562465894111483
MEX,0.024234089400732472
BRA,0.007885474954833417
ECU,-0.01668768581681156
JOR,-0.01668768581681156
PRY,-0.01668768581681156
COK,-0.10860344465161327
MHL,-0.10860344465161327
TLS,-0.10860344465161327
GEO,-0.1331766054232583
JAM,-0.1331766054232583
NGA,-0.17044545877151673
KIR,-0.35539256651510487
NIU,-0.35539256651510487
TUV,-0.35539256651510487
VUT,-0.35539256651510487
GHA,-0.5140236702966884
AFG,-0.6025427171574718
SAU,-0.6606118222959718
PRK,-0.7736263497419738
NZL,-0.7910996376203611
LKA,-0.8797463407463625
MAR,-0.8897609647432593
EGY,-0.9962352603528092
MCO,-0.9962352603528092
BLZ,-0.9997171765639766
MDG,-1.0661251574324386
ISL,-1.1959807356047503
AGO,-1.313832111831624
COM,-1.313832111831624
LBY,-1.313832111831624
THA,-1.313832111831624
YEM,-1.313832111831624
IND,-1.3274066704284873
TUN,-1.4045982745483658
SYR,-1.4047096156093912
VCT,-1.4776410132448174
DZA,-1.509934082666582
BRN,-1.536691369521152
LBR,-1.552358255249453
CAN,-1.5773765934999089
MYS,-1.6938655131063556
DJI,-1.7050186245945862
FSM,-1.7050186245945862
IRN,-1.7050186245945862
MDV,-1.7050186245945862
MMR,-1.7050186245945862
PAK,-1.7050186245945862
RWA,-1.7050186245945862
SDN,-1.7050186245945862
TON,-1.7050186245945862
WSM,-1.7576410370657674
ISR,-1.8250835478990943
KEN,-1.8250835478990943
LSO,-1.8250835478990943
MWI,-1.8250835478990943
UGA,-1.8250835478990943
AND,-1.941572467505541
ATG,-1.941572467505541
BGD,-1.941572467505541
BOL,-1.941572467505541
BTN,-1.941572467505541
CIV,-1.941572467505541
CPV,-1.941572467505541
CUB,-1.941572467505541
DMA,-1.941572467505541
ERI,-1.941572467505541
ETH,-1.941572467505541
GMB,-1.941572467505541
GNB,-1.941572467505541
GNQ,-1.941572467505541
GRD,-1.941572467505541
GUY,-1.941572467505541
HTI,-1.941572467505541
KHM,-1.941572467505541
KNA,-1.941572467505541
KWT,-1.941572467505541
LAO,-1.941572467505541
LBN,-1.941572467505541
MOZ,-1.941572467505541
NAM,-1.941572467505541
NER,-1.941572467505541
NOR,-1.941572467505541
NPL,-1.941572467505541
PNG,-1.941572467505541
SLE,-1.941572467505541
SMR,-1.941572467505541
STP,-1.941572467505541
SWZ,-1.941572467505541
SYC,-1.941572467505541
TKM,-1.941572467505541
TZA,-1.941572467505541
VEN,-1.941572467505541
VNM,-1.941572467505541
ZAF,-1.941572467505541
ZMB,-1.941572467505541
ZWE,-1.941572467505541
