item,pc1
desta_252__2005-2009,0.13058590488275315
desta_324__2005-2009,0.13058590488275315
desta_335+2__2005-2009,0.13058590488275315
desta_979__2005-2009,0.13058590488275315
desta_324+1__2010-2014,0.13058590488275315
desta_331__2010-2014,0.13058590488275315
desta_342__2010-2014,0.13058590488275315
desta_810__2010-2014,0.13058590488275315
desta_815__2010-2014,0.13058590488275315
desta_810+2__2015-2018,0.13058590488275315
desta_848__2015-2018,0.13058590488275315
desta_872__2015-2018,0.13058590488275315
desta_979+1__2015-2018,0.13058590488275315
desta_8__2005-2009,0.12538862360197525
desta_335+1__2000-2004,0.12538530055278
desta_130__2015-2018,0.12433802103902822
desta_975__2015-2018,0.1237472106885657
desta_799__2010-2014,0.12370545320459332
desta_867__2015-2018,0.12362825215416816
desta_437+31__2010-2014,0.1209357932840545
desta_978__2015-2018,0.11842587748425824
desta_1062__2010-2014,0.11799110621359502
desta_437+2__2005-2009,0.11503139998905958
desta_437+32__2010-2014,0.11503139998905958
desta_181__2005-2009,0.1030754829010639
desta_148+2__2000-2004,0.09187334815626999
desta_192+4__2000-2004,0.09187334815626999
desta_192+3__1995-1999,0.09167291307666825
desta_17__2005-2009,0.0909336992279863
desta_254__2005-2009,0.0909336992279863
desta_323__2005-2009,0.0909336992279863
desta_202__2000-2004,0.09092159057523058
desta_304__2000-2004,0.09092159057523058
desta_316__2000-2004,0.09092159057523058
desta_318__2000-2004,0.09092159057523058
desta_328__2000-2004,0.09092159057523058
desta_334__2000-2004,0.09092159057523058
desta_335__2000-2004,0.09092159057523058
desta_793__2000-2004,0.09092159057523058
desta_344__1995-1999,0.09071961760753411
desta_300__1995-1999,0.09070852080157087
desta_320__1995-1999,0.09070852080157085
desta_326__1995-1999,0.09070852080157085
desta_306__1995-1999,0.09070852080157084
desta_354__1995-1999,0.09070852080157082
desta_327+1__1995-1999,0.09070852080157081
desta_355__1995-1999,0.09070852080157081
desta_337__1990-1994,0.08565327380570073
desta_17+1__2000-2004,0.08527024480896517
desta_192+1__2000-2004,0.08527024480896517
desta_202+1__2000-2004,0.08527024480896517
desta_254+1__2000-2004,0.08527024480896517
desta_304+1__2000-2004,0.08527024480896517
desta_307+1__2000-2004,0.08527024480896517
desta_316+1__2000-2004,0.08527024480896517
desta_318+1__2000-2004,0.08527024480896517
desta_323+1__2000-2004,0.08527024480896517
desta_328+1__2000-2004,0.08527024480896517
desta_334+1__2000-2004,0.08527024480896517
desta_341+2__2000-2004,0.08527024480896517
desta_354+1__2000-2004,0.08527024480896517
desta_355+1__2000-2004,0.08527024480896517
desta_192+2__1995-1999,0.08508087282431001
desta_148__1990-1994,0.08150564136016103
desta_437+1__1995-1999,0.07969640240311944
desta_350+4__2000-2004,0.07620597370920285
desta_280__1995-1999,0.07547258660148355
desta_347+1__2000-2004,0.07425737182231255
desta_351+4__2000-2004,0.0741004571542686
desta_357+3__2000-2004,0.0741004571542686
desta_28+2__2000-2004,0.0739741650570225
desta_327__1990-1994,0.07344243008748988
desta_312__1990-1994,0.07344243008748946
desta_340__1990-1994,0.0734424300874893
desta_308__1990-1994,0.07344243008748794
desta_330+1__2000-2004,0.07309537216539656
wto_rta_100__1995-1999,0.07246114853551783
desta_345+1__1995-1999,0.0724437557394211
desta_344+1__1995-1999,0.07213374409722625
desta_659__1990-1994,0.07092411545193222
desta_337+1__1995-1999,0.06749779039343785
wto_rta_84__1995-1999,0.06550120317343722
desta_28__1990-1994,0.06529785748355067
desta_158__1995-1999,0.061068310147106286
desta_148+1__1995-1999,0.06105091735100977
desta_279__1990-1994,0.05251668173486856
desta_661__2000-2004,0.0514423005256994
desta_592__1995-1999,0.05130890288677206
desta_429__1995-1999,0.051308902886772034
desta_514__1995-1999,0.051308902886772007
desta_579__1995-1999,0.051308902886772007
desta_262__1995-1999,0.051308902886771965
desta_567__1995-1999,0.05130890288677188
desta_566__1995-1999,0.05087174186847036
desta_660__1995-1999,0.05087174186847036
desta_428__1995-1999,0.05087174186847034
desta_649__1995-1999,0.050871741868470335
desta_513__1995-1999,0.05087174186847033
desta_578__1995-1999,0.05087174186847031
desta_16+2__1995-1999,0.05084721552359214
desta_308+1__1995-1999,0.050847215523592094
desta_317+2__1995-1999,0.05084721552359209
desta_312+1__1995-1999,0.05084721552359206
desta_278+2__1995-1999,0.05084721552359205
desta_322+2__1995-1999,0.050847215523592046
desta_329+2__1995-1999,0.050847215523592046
desta_332+2__1995-1999,0.050847215523592046
desta_352+2__1995-1999,0.050847215523592046
desta_357+2__1995-1999,0.05084721552359204
desta_280+1__1995-1999,0.050847215523592025
desta_302+3__1995-1999,0.050847215523592025
desta_341+1__1995-1999,0.050847215523592025
desta_315+2__1995-1999,0.05084721552359202
desta_340+1__1995-1999,0.050847215523592004
desta_287__1990-1994,0.04970557215009158
wto_rta_909__2015-2018,0.046945012745445644
wto_rta_922__2015-2018,0.046945012745445644
wto_rta_106__1995-1999,0.045423359875479255
desta_149__1990-1994,0.044581868535304374
wto_rta_37__2005-2009,0.04447925491752175
desta_646__2000-2004,0.04446955164038335
desta_791__2000-2004,0.04446955164038335
desta_577__1995-1999,0.044334380150054566
desta_511__1995-1999,0.04433438015005455
desta_441__1995-1999,0.044334380150054475
desta_565__1995-1999,0.04433438015005445
wto_rta_107__1995-1999,0.04433438015005445
wto_rta_848__2010-2014,0.04120301422337245
wto_rta_953__2015-2018,0.04120301422337245
desta_350+3__1995-1999,0.03899955102464126
desta_253__2000-2004,0.038543552066843366
wto_rta_50__2000-2004,0.03673674876430469
desta_135__2000-2004,0.03671955918636301
wto_rta_659__2000-2004,0.03639232218563644
wto_rta_90__1995-1999,0.03623777608572703
desta_351+3__1995-1999,0.036036098723430686
wto_rta_572__1995-1999,0.03594243877359354
wto_rta_1071__1995-1999,0.035870714119119365
desta_28+1__1995-1999,0.035858346330398555
wto_rta_762__2010-2014,0.035797753399033426
wto_rta_1072__2005-2009,0.03576368847247936
wto_rta_104__1995-1999,0.03563242713139885
wto_rta_1248__2010-2014,0.03553751024546723
desta_17+2__2005-2009,0.03539079380525639
desta_192+5__2005-2009,0.03539079380525639
desta_202+2__2005-2009,0.03539079380525639
desta_254+2__2005-2009,0.03539079380525639
desta_304+2__2005-2009,0.03539079380525639
desta_307+2__2005-2009,0.03539079380525639
desta_316+2__2005-2009,0.03539079380525639
desta_318+2__2005-2009,0.03539079380525639
desta_323+2__2005-2009,0.03539079380525639
desta_328+2__2005-2009,0.03539079380525639
desta_334+2__2005-2009,0.03539079380525639
desta_341+3__2005-2009,0.03539079380525639
desta_354+2__2005-2009,0.03539079380525639
desta_355+2__2005-2009,0.03539079380525639
wto_rta_177__2010-2014,0.03539079380525639
desta_155__2000-2004,0.03538084525531389
desta_156__2000-2004,0.03538084525531389
desta_157__2000-2004,0.03538084525531389
wto_rta_832__1990-1994,0.035353592808061045
desta_147__1995-1999,0.035243361618825596
wto_rta_1249__1995-1999,0.0351617978802313
wto_rta_103__1990-1994,0.03504256823712595
wto_rta_881__2010-2014,0.03492992368485476
wto_rta_105__1995-1999,0.034851786238036656
wto_rta_102__1995-1999,0.03477623274643932
desta_402__1990-1994,0.031402621054947906
desta_375+3__1990-1994,0.03140262105494768
wto_rta_857__1995-1999,0.03020818907926101
wto_rta_991__2015-2018,0.029520918044249802
wto_rta_35__2005-2009,0.02931074437137748
wto_rta_82__1995-1999,0.029277830723646512
wto_rta_87__1995-1999,0.028672481769318282
wto_rta_83__1995-1999,0.028600757114844087
