country_name,treaty_id,treaty_name,action_type,action_date,signature_date,treaty_open_year,mtdsg_no,source_url
Saudi Arabia,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Accession,2007-12-07,,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
Senegal,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Accession,1999-11-29,,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
Serbia,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Succession,2001-03-12,,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
Seychelles,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Accession,2000-06-08,,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
Sierra Leone,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Ratification,2004-09-30,1981-05-01,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
Singapore,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Accession,2023-09-21,,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
Slovakia,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Succession,1993-05-28,,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
Slovenia,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Succession,1992-07-06,,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
South Africa,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Accession,1995-09-13,,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
Spain,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Ratification,1993-12-29,1981-04-10,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
Sri Lanka,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Accession,2004-09-24,,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
St. Vincent and the Grenadines,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Accession,2010-12-06,,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
State of Palestine,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Accession,2015-01-05,,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
Sudan,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",,,1981-04-10,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
Sweden,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Ratification,1982-07-07,1981-04-10,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
Switzerland,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Ratification,1982-08-20,1981-06-18,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
Tajikistan,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Accession,1999-10-12,,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
Togo,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Accession,1995-12-04,1981-09-15,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
Trinidad and Tobago,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Accession,2024-07-29,,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
Tunisia,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Accession,1987-05-15,,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
Türkiye,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Ratification,2005-03-02,1982-03-26,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
Turkmenistan,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Accession,2004-03-19,,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
Uganda,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Accession,1995-11-14,,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
Ukraine,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Ratification,1982-06-23,1981-04-10,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
United Arab Emirates,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Accession,2009-02-26,,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
United Kingdom of Great Britain and Northern Ireland,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Ratification,1995-02-13,1981-04-10,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
United States of America,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Ratification,1995-03-24,1982-04-08,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
Uruguay,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Accession,1994-10-06,,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
Uzbekistan,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Accession,1997-09-29,,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
Venezuela (Bolivarian Republic of),ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Accession,2005-04-19,,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
Viet Nam,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",,,1981-04-10,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
Zambia,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Accession,2013-09-25,,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
Afghanistan,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2017-08-09,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Albania,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2002-08-28,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Algeria,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2015-05-06,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Antigua and Barbuda,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2010-08-23,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Argentina,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,1998-10-21,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Australia,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,1997-08-22,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Austria,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,1998-07-27,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Bahrain,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2016-03-11,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Bangladesh,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2000-09-06,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Belarus,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2000-09-13,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Belgium,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,1999-03-10,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Benin,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2019-09-27,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Bolivia (Plurinational State of),ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2001-09-21,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Bosnia and Herzegovina,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2001-10-11,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Brazil,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,1999-10-04,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Bulgaria,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,1998-12-03,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Burkina Faso,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2003-11-26,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Cabo Verde,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,1997-09-16,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Cambodia,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,1997-03-25,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Cameroon,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2006-12-07,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Canada,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,1998-01-05,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Chile,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2003-10-15,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
China,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,1998-11-04,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Colombia,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2000-03-06,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Costa Rica,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,1998-12-17,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Croatia,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2002-04-25,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Cuba,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2012-11-14,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Cyprus,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2003-07-22,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Czech Republic,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,1998-08-10,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Denmark,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,1997-04-30,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Dominican Republic,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2010-06-21,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Ecuador,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2003-12-16,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
El Salvador,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2000-01-26,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Estonia,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2000-04-20,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Finland,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,1996-01-11,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
France,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,1998-06-30,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Gabon,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2010-09-22,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Georgia,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2006-07-14,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Germany,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,1997-06-27,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Greece,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,1997-08-05,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Grenada,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2014-12-10,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Guatemala,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2002-08-30,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Guinea-Bissau,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2008-08-06,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Holy See,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,1997-07-22,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Honduras,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2003-10-30,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Hungary,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,1998-01-30,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Iceland,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2008-08-22,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
India,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,1999-09-02,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Iraq,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2014-09-24,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Ireland,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,1997-03-27,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Israel,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2000-10-30,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Italy,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,1999-01-13,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Jamaica,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2008-09-25,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Japan,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,1997-06-10,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Kazakhstan,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2009-07-08,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Kuwait,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2013-05-24,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Latvia,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,1998-03-11,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Lesotho,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2016-04-25,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Liberia,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2005-09-16,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Liechtenstein,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,1997-11-19,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Lithuania,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,1998-06-03,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Luxembourg,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,1999-08-05,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Madagascar,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2008-03-14,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Maldives,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2000-09-07,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Mali,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2001-10-24,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Malta,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2004-09-24,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Mauritius,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2002-12-24,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Mexico,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,1998-03-10,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Mongolia,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,1999-04-06,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Montenegro,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2006-10-23,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Morocco,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2002-03-19,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Nauru,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2001-11-12,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Netherlands (Kingdom of the),ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,1999-03-25,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
New Zealand,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,1998-01-08,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Nicaragua,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2000-12-05,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Niger,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2007-09-18,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
North Macedonia,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2007-03-19,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Norway,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,1998-04-20,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Pakistan,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2000-12-05,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Panama,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,1997-03-26,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Paraguay,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2008-12-03,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Peru,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,1997-07-03,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Philippines,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,1997-06-12,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Poland,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2004-09-23,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
Portugal,ccw_p4,CCW Protocol IV — Blinding Laser Weapons,,,2001-11-12,1995,XXVI-2-a,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2-a&chapter=26&clang=_en
