"chamber","congress_min","congress_max","T_periods","N","J","sparsity","startlegis_min","startlegis_max","endlegis_min","endlegis_max","triangle_area","dw_complete","dw_total"
"Senate",105,112,8,162,5076,0.418909124517215,0,6,1,7,2.66017258931545,162,162
